	+Z+Z	+Z+X	+Z+Y	+Z-Z	+Z-X	+Z-Y	+X+Z	+X+X	+X+Y	+X-Z	+X-X	+X-Y	+Y+Z	+Y+X	+Y+Y	+Y-Z	+Y-X	+Y-Y	-Z+Z	-Z+X	-Z+Y	-Z-Z	-Z-X	-Z-Y	-X+Z	-X+X	-X+Y	-X-Z	-X-X	-X-Y	-Y+Z	-Y+X	-Y+Y	-Y-Z	-Y-X	-Y-Y	Pulse length
96	37337.0	32566.0	32675.0	26892.0	32665.0	32682.0	36634.0	30796.0	30145.0	28232.0	34393.0	33634.0	36139.0	34178.0	29217.0	25494.0	31372.0	34558.0	34372.0	31491.0	30067.0	27946.0	32659.0	33775.0	36466.0	33934.0	33761.0	27588.0	30685.0	31073.0	36239.0	30323.0	34131.0	30553.0	33626.0	30016.0	9.599999999999999e-08
97	38012.0	32391.0	32605.0	26725.0	32889.0	33185.0	36273.0	35200.0	32402.0	24810.0	29463.0	34034.0	36452.0	32663.0	35900.0	28476.0	32393.0	31986.0	35048.0	34015.0	34295.0	27792.0	29963.0	32340.0	36355.0	29197.0	32608.0	29940.0	34769.0	33071.0	36920.0	32223.0	29937.0	26197.0	32666.0	35907.0	9.699999999999998e-08
98	39436.0	35273.0	34900.0	29957.0	35056.0	35093.0	38540.0	32879.0	36558.0	32098.0	36792.0	32330.0	38046.0	33424.0	32873.0	30876.0	36481.0	35997.0	36540.0	31865.0	34425.0	32618.0	36419.0	33848.0	38289.0	35721.0	32873.0	28292.0	32786.0	35901.0	38179.0	36290.0	36111.0	30404.0	32561.0	32624.0	9.799999999999999e-08
99	36700.0	32899.0	32416.0	27749.0	32528.0	32827.0	36118.0	31885.0	30198.0	26678.0	31935.0	35042.0	35884.0	34454.0	32409.0	26223.0	29972.0	33157.0	34454.0	33140.0	30819.0	26565.0	30247.0	33520.0	36079.0	31796.0	34867.0	29450.0	32561.0	30271.0	35896.0	29918.0	32692.0	29205.0	34970.0	32257.0	9.899999999999999e-08
100	38183.0	33268.0	32922.0	28325.0	33562.0	33573.0	36680.0	34767.0	34444.0	28496.0	31212.0	31102.0	37206.0	31429.0	34539.0	30904.0	34883.0	30965.0	35116.0	32582.0	34626.0	30600.0	32356.0	30593.0	36760.0	30872.0	30692.0	29151.0	34912.0	34405.0	36280.0	34392.0	31366.0	26788.0	31051.0	34770.0	9.999999999999998e-08
101	38254.0	32691.0	32845.0	28179.0	33506.0	32920.0	36806.0	30006.0	32699.0	30509.0	35724.0	33610.0	37004.0	32624.0	29857.0	26759.0	32688.0	35153.0	35165.0	31021.0	30953.0	29249.0	34005.0	34279.0	36573.0	35183.0	33162.0	27342.0	30702.0	32974.0	36619.0	32947.0	35130.0	30743.0	32908.0	31424.0	1.0099999999999999e-07
102	37139.0	32456.0	32778.0	27643.0	32157.0	32911.0	36247.0	34118.0	31044.0	24570.0	29659.0	33378.0	36109.0	32673.0	34439.0	27332.0	30535.0	29531.0	34206.0	33247.0	31716.0	26855.0	29609.0	30731.0	36039.0	29670.0	33458.0	29519.0	34247.0	30244.0	34999.0	30705.0	29931.0	26882.0	33491.0	34251.0	1.0199999999999999e-07
103	39096.0	33967.0	34235.0	29206.0	33619.0	33521.0	36978.0	32427.0	36213.0	31155.0	34634.0	30552.0	37851.0	30754.0	33847.0	31014.0	36264.0	34337.0	35801.0	31683.0	34797.0	32319.0	35514.0	32096.0	37431.0	34365.0	30602.0	26685.0	33454.0	36130.0	37650.0	35914.0	34266.0	27892.0	31471.0	33644.0	1.0299999999999998e-07
104	37735.0	33224.0	32402.0	27319.0	32006.0	32216.0	37357.0	30962.0	29471.0	26889.0	33337.0	34336.0	36696.0	34984.0	31326.0	25049.0	29548.0	32289.0	35107.0	33220.0	29780.0	25929.0	30729.0	33262.0	36794.0	33815.0	34503.0	28476.0	31187.0	29096.0	35818.0	29975.0	33428.0	30138.0	34584.0	30097.0	1.0399999999999998e-07
105	38283.0	32602.0	32687.0	26926.0	32871.0	32859.0	36686.0	35631.0	33453.0	26530.0	30087.0	31704.0	36532.0	32042.0	35051.0	30292.0	33912.0	29929.0	35298.0	33103.0	34523.0	29199.0	31287.0	29808.0	36666.0	30003.0	31170.0	28876.0	35412.0	33008.0	36607.0	33078.0	29874.0	25507.0	31830.0	34748.0	1.0499999999999999e-07
106	37048.0	31176.0	31526.0	26158.0	31947.0	31591.0	36096.0	28819.0	32536.0	28635.0	33691.0	30049.0	35213.0	30304.0	28495.0	25589.0	32196.0	33868.0	34047.0	28563.0	30169.0	27568.0	32832.0	30992.0	36209.0	33739.0	30291.0	24157.0	28910.0	31979.0	35601.0	31771.0	33891.0	26887.0	30642.0	28477.0	1.0599999999999998e-07
107	38602.0	32886.0	33441.0	27382.0	32991.0	33368.0	36644.0	33990.0	29936.0	25762.0	31770.0	35301.0	37394.0	35415.0	33998.0	26990.0	30995.0	32188.0	35673.0	35118.0	31785.0	26092.0	30563.0	33340.0	36992.0	31145.0	35238.0	30675.0	34376.0	31024.0	37477.0	30547.0	32161.0	29242.0	34990.0	34582.0	1.0699999999999998e-07
108	37837.0	32432.0	32899.0	26610.0	32697.0	32603.0	36551.0	33080.0	35367.0	28181.0	30914.0	29356.0	35893.0	29379.0	32750.0	29987.0	34627.0	31068.0	34481.0	30546.0	33928.0	30374.0	32535.0	29265.0	36298.0	31395.0	29536.0	26411.0	33384.0	34136.0	35896.0	35375.0	31329.0	24952.0	29199.0	32686.0	1.0799999999999999e-07
109	37135.0	32299.0	31982.0	26284.0	32644.0	32870.0	35971.0	29332.0	30520.0	27755.0	33922.0	33963.0	36068.0	33051.0	29817.0	24404.0	30687.0	34461.0	34124.0	30427.0	29262.0	26983.0	31836.0	34781.0	35593.0	33739.0	33234.0	26983.0	30280.0	30570.0	36201.0	30327.0	33639.0	29594.0	33522.0	30071.0	1.0899999999999998e-07
110	37019.0	32795.0	32294.0	27524.0	32635.0	32125.0	35696.0	34517.0	32136.0	25315.0	30222.0	32544.0	36235.0	32463.0	34890.0	28851.0	31621.0	28762.0	33998.0	33782.0	32714.0	27736.0	29618.0	29982.0	35857.0	29906.0	32956.0	29007.0	33972.0	31222.0	36969.0	31837.0	29956.0	26047.0	32157.0	34142.0	1.0999999999999998e-07
111	37620.0	32227.0	32501.0	27712.0	32567.0	32877.0	35870.0	30571.0	33827.0	29847.0	33630.0	30522.0	36466.0	30145.0	30308.0	28330.0	34507.0	33601.0	34493.0	29512.0	32593.0	30411.0	34158.0	31777.0	35546.0	33572.0	30542.0	25010.0	31348.0	34409.0	36520.0	34472.0	34102.0	26737.0	30311.0	30953.0	1.1099999999999999e-07
112	38479.0	33284.0	32934.0	27846.0	32984.0	32977.0	37216.0	32477.0	30131.0	27074.0	33755.0	35687.0	37011.0	35570.0	32170.0	26118.0	30252.0	33034.0	35082.0	33650.0	30121.0	26267.0	31314.0	34279.0	36608.0	33107.0	35593.0	29675.0	32759.0	30415.0	36747.0	30692.0	33338.0	29587.0	36044.0	32769.0	1.1199999999999998e-07
113	38625.0	33451.0	33387.0	28897.0	33889.0	33687.0	37501.0	35359.0	35141.0	28719.0	31872.0	31671.0	37434.0	31480.0	35710.0	31825.0	35174.0	31450.0	35851.0	33109.0	35542.0	30985.0	32714.0	30336.0	37295.0	31280.0	31473.0	28768.0	35441.0	35242.0	37543.0	34872.0	31710.0	26195.0	31585.0	35586.0	1.1299999999999998e-07
114	37980.0	33320.0	32957.0	27608.0	33558.0	33316.0	37252.0	30286.0	32145.0	29848.0	35776.0	32705.0	36548.0	33242.0	29610.0	27259.0	33560.0	34934.0	35330.0	30907.0	30285.0	28424.0	34310.0	33697.0	36991.0	35581.0	32935.0	26636.0	30833.0	33277.0	37248.0	32673.0	35276.0	29915.0	33814.0	29924.0	1.1399999999999999e-07
115	38904.0	33896.0	33606.0	29830.0	34314.0	33772.0	37610.0	35042.0	32364.0	26420.0	31510.0	35479.0	37718.0	35041.0	35630.0	28880.0	31454.0	32290.0	35640.0	35517.0	33739.0	27844.0	30871.0	33661.0	37907.0	31895.0	35203.0	31433.0	35622.0	32610.0	37635.0	32499.0	32633.0	28958.0	35488.0	35364.0	1.1499999999999998e-07
116	36997.0	31296.0	31742.0	26203.0	31913.0	32107.0	36457.0	31002.0	33712.0	28719.0	31720.0	28967.0	35426.0	28520.0	30915.0	28145.0	33973.0	31261.0	33593.0	29267.0	32453.0	29647.0	32434.0	29126.0	36143.0	31536.0	29221.0	24490.0	31514.0	34586.0	35470.0	33841.0	31631.0	24701.0	29040.0	31262.0	1.1599999999999998e-07
117	37855.0	33085.0	32565.0	27856.0	33029.0	33063.0	36450.0	30946.0	30379.0	27686.0	33938.0	34979.0	36857.0	35002.0	31297.0	25636.0	29962.0	34302.0	35211.0	32855.0	29769.0	26586.0	31840.0	34356.0	36634.0	33766.0	34080.0	28013.0	30905.0	30634.0	36618.0	30346.0	33779.0	30307.0	34724.0	31158.0	1.1699999999999999e-07
118	38703.0	33557.0	34123.0	28065.0	34252.0	35137.0	37405.0	36188.0	34031.0	27191.0	30743.0	34835.0	37529.0	33448.0	36101.0	30352.0	34507.0	32730.0	36201.0	33945.0	34884.0	29277.0	33616.0	33070.0	37559.0	31628.0	33105.0	30179.0	37138.0	35235.0	37280.0	33992.0	31188.0	27113.0	34981.0	36744.0	1.1799999999999998e-07
119	36322.0	31647.0	32020.0	25821.0	31288.0	31405.0	35082.0	28863.0	33037.0	28311.0	33563.0	30544.0	35496.0	29553.0	29271.0	26604.0	32981.0	33303.0	33913.0	28796.0	30521.0	28061.0	33641.0	31299.0	34859.0	33275.0	30257.0	25249.0	30200.0	32922.0	34919.0	32894.0	33204.0	27659.0	30435.0	29670.0	1.1899999999999998e-07
120	36757.0	32516.0	31532.0	26585.0	32218.0	32407.0	35955.0	32010.0	28885.0	25466.0	31254.0	34035.0	35699.0	33390.0	31812.0	25812.0	29239.0	31070.0	34187.0	33247.0	29923.0	25704.0	30057.0	32553.0	35248.0	32020.0	33425.0	28348.0	32088.0	28966.0	35573.0	29218.0	30752.0	28339.0	33551.0	31883.0	1.2e-07
121	38023.0	33517.0	33436.0	27979.0	33219.0	33738.0	36911.0	34526.0	35039.0	29160.0	32191.0	31324.0	36841.0	31225.0	34510.0	30034.0	34892.0	31240.0	35226.0	31918.0	34423.0	30641.0	33560.0	30369.0	36986.0	32464.0	30309.0	28845.0	34028.0	34846.0	36832.0	35195.0	31061.0	27020.0	31867.0	34408.0	1.2099999999999998e-07
122	36953.0	31839.0	32439.0	26321.0	32969.0	32292.0	35320.0	29636.0	31520.0	28470.0	33606.0	31487.0	35591.0	32247.0	29818.0	25088.0	31410.0	33733.0	33926.0	30080.0	29272.0	28171.0	32605.0	32873.0	35115.0	33870.0	31909.0	26745.0	30226.0	30393.0	34958.0	30239.0	33776.0	29908.0	32110.0	29184.0	1.2199999999999998e-07
123	39804.0	35077.0	35252.0	28359.0	35007.0	35035.0	38584.0	36783.0	33671.0	27009.0	32310.0	35524.0	38474.0	35330.0	36690.0	29624.0	34227.0	33137.0	36631.0	36067.0	35310.0	28584.0	32951.0	33507.0	38248.0	32898.0	34986.0	31357.0	37284.0	34032.0	37989.0	34110.0	32561.0	28091.0	35663.0	37118.0	1.2299999999999998e-07
124	36842.0	31591.0	32259.0	26079.0	32290.0	32138.0	35869.0	30444.0	33760.0	28862.0	32577.0	29043.0	35366.0	29506.0	30492.0	27654.0	33932.0	32908.0	34330.0	28979.0	31875.0	29711.0	33583.0	30575.0	35862.0	32716.0	29809.0	24952.0	31002.0	33668.0	35748.0	33616.0	32943.0	26606.0	30384.0	30865.0	1.2399999999999997e-07
125	38662.0	33466.0	34603.0	29051.0	33621.0	33662.0	37954.0	33917.0	31704.0	28044.0	34194.0	35720.0	37214.0	35900.0	32702.0	27293.0	31125.0	33810.0	36260.0	34808.0	31665.0	27931.0	31936.0	34301.0	37742.0	33773.0	35991.0	30092.0	32456.0	31098.0	37574.0	31024.0	34527.0	30615.0	35365.0	32852.0	1.25e-07
126	38921.0	33532.0	33334.0	28378.0	33094.0	33783.0	37648.0	35601.0	34609.0	27934.0	30519.0	33313.0	37194.0	32559.0	35468.0	30531.0	34581.0	32184.0	35914.0	33534.0	34668.0	30013.0	32425.0	31771.0	37550.0	31523.0	32455.0	29585.0	34618.0	34983.0	36714.0	34303.0	31433.0	26374.0	31730.0	35970.0	1.26e-07
127	36159.0	31150.0	31089.0	24974.0	31266.0	32218.0	34655.0	28732.0	30661.0	27433.0	33268.0	30718.0	35345.0	29982.0	28237.0	25181.0	31791.0	33446.0	33711.0	28331.0	29104.0	27227.0	32091.0	31882.0	34750.0	32634.0	30718.0	23767.0	28473.0	31538.0	35347.0	30618.0	33366.0	27747.0	31148.0	28800.0	1.2699999999999999e-07
128	38531.0	33371.0	33854.0	29921.0	34903.0	34389.0	37140.0	34708.0	32377.0	27729.0	33165.0	35893.0	36881.0	35463.0	35193.0	29489.0	32604.0	32352.0	36117.0	35042.0	33605.0	29431.0	32012.0	33712.0	36927.0	32824.0	35551.0	31750.0	35427.0	32421.0	37551.0	32643.0	33263.0	29527.0	35294.0	35946.0	1.2799999999999998e-07
129	36716.0	31775.0	31465.0	26180.0	31883.0	31496.0	36030.0	31392.0	33791.0	27593.0	31952.0	29307.0	35654.0	28669.0	31773.0	28209.0	33981.0	31455.0	33706.0	29773.0	32377.0	29090.0	32141.0	29704.0	35712.0	31469.0	29373.0	25285.0	31920.0	33308.0	35912.0	33629.0	30811.0	24594.0	29239.0	31663.0	1.2899999999999998e-07
130	37440.0	32131.0	32053.0	26675.0	32290.0	32392.0	36020.0	30227.0	30347.0	27443.0	33655.0	33112.0	36337.0	33201.0	30386.0	24957.0	30702.0	33739.0	34619.0	31160.0	29875.0	26270.0	32105.0	33284.0	36340.0	33625.0	33633.0	26817.0	29865.0	29976.0	36192.0	30624.0	33911.0	29399.0	33644.0	30277.0	1.2999999999999997e-07
131	38439.0	33322.0	33254.0	27950.0	32964.0	33087.0	37350.0	35279.0	33016.0	26305.0	30556.0	33323.0	36861.0	33202.0	35496.0	28869.0	32313.0	30667.0	35199.0	33751.0	33811.0	28112.0	30697.0	31457.0	37205.0	30575.0	33141.0	29823.0	35197.0	33525.0	37410.0	32422.0	31006.0	26611.0	33552.0	35924.0	1.3099999999999997e-07
132	37299.0	31870.0	31748.0	26430.0	31537.0	31610.0	36509.0	30893.0	34053.0	29059.0	33049.0	29693.0	36437.0	31328.0	30172.0	26969.0	33300.0	33252.0	35374.0	29706.0	31829.0	29020.0	33531.0	30920.0	36342.0	32703.0	29306.0	25273.0	30800.0	32906.0	36610.0	32762.0	32966.0	27355.0	30304.0	30267.0	1.32e-07
133	37393.0	32043.0	32204.0	26619.0	32754.0	32405.0	35932.0	31658.0	29588.0	25984.0	31923.0	33587.0	35953.0	34120.0	32495.0	25310.0	29816.0	32380.0	34295.0	32972.0	29918.0	25043.0	30319.0	33204.0	36064.0	31377.0	33804.0	27936.0	31620.0	30007.0	35676.0	29989.0	31835.0	29157.0	33948.0	31938.0	1.3299999999999999e-07
134	36903.0	32899.0	32637.0	27345.0	32651.0	32599.0	36220.0	33646.0	34183.0	28071.0	31090.0	30054.0	36537.0	30668.0	33628.0	30138.0	33872.0	31102.0	35154.0	31865.0	34099.0	29639.0	31726.0	30239.0	35858.0	30945.0	30523.0	27284.0	33921.0	33588.0	36047.0	34557.0	31065.0	25547.0	30423.0	33194.0	1.3399999999999998e-07
135	39476.0	34513.0	34120.0	28765.0	34196.0	34632.0	38315.0	32335.0	33959.0	30550.0	35955.0	34353.0	37939.0	34393.0	32184.0	27262.0	33918.0	35656.0	36663.0	32584.0	31948.0	29182.0	35540.0	34727.0	38213.0	36123.0	34143.0	27504.0	32659.0	33299.0	38075.0	33650.0	36065.0	30032.0	34531.0	31352.0	1.3499999999999998e-07
136	38608.0	32948.0	33959.0	28075.0	33529.0	32968.0	37782.0	35158.0	32226.0	25796.0	31823.0	34619.0	37574.0	34379.0	35604.0	27992.0	31645.0	31758.0	36115.0	34664.0	33020.0	27070.0	30580.0	33076.0	37259.0	31332.0	33859.0	29897.0	34797.0	31331.0	37184.0	32382.0	31403.0	28903.0	33749.0	34607.0	1.3599999999999997e-07
137	38122.0	32441.0	32693.0	27819.0	32930.0	32936.0	37755.0	32000.0	35081.0	29867.0	33864.0	30780.0	36900.0	30449.0	32839.0	30091.0	35231.0	33327.0	35601.0	30439.0	33838.0	30958.0	34000.0	30897.0	37161.0	33122.0	30488.0	26441.0	32698.0	34504.0	36517.0	35263.0	32641.0	26733.0	30671.0	32906.0	1.3699999999999997e-07
138	37295.0	32230.0	31926.0	26353.0	31895.0	31988.0	36531.0	31171.0	30094.0	26584.0	32902.0	32944.0	36831.0	33621.0	30699.0	24976.0	29817.0	32399.0	35833.0	32173.0	29795.0	25791.0	30581.0	32938.0	36337.0	32543.0	33142.0	27108.0	30145.0	29975.0	36725.0	29707.0	32892.0	28655.0	32967.0	30436.0	1.38e-07
139	38449.0	33460.0	33149.0	27777.0	33407.0	33462.0	37322.0	35119.0	33459.0	27144.0	31041.0	32779.0	37537.0	32413.0	35312.0	30011.0	33395.0	31105.0	36750.0	33496.0	34585.0	29500.0	32044.0	31499.0	37359.0	31063.0	32748.0	29371.0	35044.0	33426.0	37136.0	33557.0	31065.0	26504.0	33233.0	35565.0	1.39e-07
140	37347.0	32830.0	32873.0	27503.0	33526.0	32857.0	36671.0	30884.0	33185.0	29355.0	34515.0	31495.0	37144.0	31462.0	30734.0	27885.0	33819.0	34444.0	36116.0	30638.0	31863.0	29522.0	34913.0	32687.0	37246.0	34357.0	31390.0	26279.0	31248.0	33766.0	36821.0	33522.0	33902.0	28542.0	31265.0	30919.0	1.3999999999999998e-07
141	38830.0	33267.0	34026.0	27544.0	33478.0	33375.0	37627.0	34365.0	32166.0	26631.0	33152.0	34978.0	37850.0	35864.0	34030.0	27082.0	31155.0	32422.0	36825.0	35404.0	32377.0	27238.0	32221.0	33620.0	37630.0	32900.0	35284.0	30401.0	34119.0	31053.0	37818.0	32413.0	32773.0	29404.0	35102.0	34017.0	1.4099999999999998e-07
142	38283.0	32784.0	32879.0	27956.0	32657.0	32821.0	37084.0	33248.0	35208.0	28209.0	31889.0	31336.0	37463.0	30992.0	33810.0	29873.0	34884.0	32677.0	36152.0	31591.0	34602.0	29886.0	33159.0	31143.0	37218.0	31816.0	31180.0	27468.0	33861.0	34826.0	37272.0	34344.0	32001.0	25936.0	30785.0	33864.0	1.4199999999999997e-07
143	37494.0	32741.0	33047.0	27808.0	32832.0	33278.0	37355.0	30513.0	32617.0	28792.0	34803.0	33689.0	37203.0	33352.0	31364.0	26108.0	32068.0	34411.0	35529.0	32301.0	31409.0	27766.0	33580.0	33758.0	36821.0	34801.0	34127.0	27048.0	31225.0	32312.0	36869.0	32439.0	34926.0	29653.0	33626.0	30617.0	1.4299999999999997e-07
144	37137.0	32457.0	33011.0	26782.0	32658.0	32619.0	36489.0	34171.0	31789.0	25648.0	30733.0	33655.0	37020.0	33317.0	34254.0	27978.0	31531.0	30931.0	35939.0	34373.0	32803.0	27205.0	30499.0	31522.0	36620.0	30454.0	33678.0	29695.0	34347.0	31498.0	36570.0	31742.0	30670.0	26762.0	33301.0	34413.0	1.4399999999999997e-07
145	38781.0	35030.0	35319.0	30685.0	35111.0	35293.0	38762.0	34016.0	36521.0	31721.0	35172.0	33704.0	38099.0	32690.0	34055.0	31478.0	36607.0	35416.0	37437.0	32869.0	34834.0	32137.0	36449.0	34236.0	38504.0	35201.0	33258.0	29410.0	34542.0	36281.0	38402.0	36369.0	35512.0	29676.0	32796.0	34251.0	1.45e-07
146	38253.0	34537.0	34551.0	30152.0	34406.0	34636.0	37773.0	33724.0	33139.0	30276.0	35196.0	35748.0	38054.0	35756.0	34042.0	29228.0	32900.0	35038.0	37196.0	34738.0	33045.0	29449.0	33849.0	35008.0	38004.0	34418.0	36015.0	30639.0	33619.0	32426.0	37856.0	32728.0	35318.0	31498.0	35981.0	33674.0	1.4599999999999998e-07
147	37351.0	33323.0	33007.0	29442.0	31618.0	31388.0	36931.0	34448.0	33650.0	28336.0	30602.0	30887.0	36757.0	32422.0	34596.0	29008.0	32128.0	29577.0	35874.0	32878.0	33645.0	27870.0	31025.0	30064.0	36811.0	31954.0	32675.0	27619.0	33624.0	32244.0	36622.0	33440.0	31708.0	25352.0	30661.0	33010.0	1.4699999999999998e-07
148	37321.0	32088.0	32716.0	27196.0	32278.0	32444.0	36021.0	30524.0	33180.0	29345.0	34747.0	31835.0	36650.0	31812.0	30784.0	27071.0	32991.0	34317.0	35734.0	30353.0	31844.0	28315.0	33507.0	33165.0	35848.0	34019.0	31910.0	26060.0	30858.0	33296.0	36315.0	32540.0	33851.0	28043.0	32406.0	31079.0	1.4799999999999998e-07
149	38471.0	33666.0	34106.0	29091.0	33775.0	33608.0	37372.0	35023.0	32846.0	28242.0	33050.0	35869.0	37661.0	35687.0	35385.0	28576.0	33309.0	32754.0	36895.0	35468.0	33193.0	28715.0	32967.0	33906.0	38119.0	33368.0	35680.0	30261.0	34764.0	32416.0	37346.0	31930.0	33302.0	29757.0	35582.0	34553.0	1.4899999999999997e-07
150	37731.0	33143.0	33619.0	28509.0	33418.0	33343.0	36806.0	33977.0	34296.0	29272.0	32520.0	31887.0	37605.0	32083.0	33950.0	29685.0	34415.0	32746.0	36267.0	32009.0	34849.0	29895.0	33955.0	31530.0	36887.0	32296.0	31325.0	28431.0	33635.0	35236.0	36795.0	34136.0	33077.0	26878.0	31713.0	33510.0	1.4999999999999997e-07
151	37359.0	31878.0	32285.0	27982.0	32785.0	32606.0	35946.0	31172.0	31090.0	28521.0	34035.0	33991.0	36477.0	33045.0	31544.0	25990.0	31526.0	34335.0	35572.0	31552.0	30728.0	28191.0	32979.0	33898.0	36215.0	34249.0	32726.0	27741.0	31204.0	32205.0	36407.0	31814.0	33981.0	29383.0	33932.0	31691.0	1.51e-07
152	37544.0	33670.0	33177.0	27783.0	32741.0	33025.0	36655.0	34376.0	32412.0	26412.0	30539.0	32783.0	36519.0	32826.0	34471.0	28383.0	32378.0	31525.0	35693.0	33804.0	33741.0	27951.0	31220.0	31402.0	36520.0	30756.0	32914.0	29370.0	34747.0	31773.0	37018.0	32755.0	31066.0	26489.0	33243.0	34533.0	1.5199999999999998e-07
153	39361.0	35020.0	35154.0	30917.0	34978.0	34990.0	38763.0	34562.0	36240.0	31983.0	35022.0	33718.0	38763.0	33547.0	34162.0	31872.0	35810.0	35622.0	38394.0	33718.0	35329.0	31946.0	35459.0	34479.0	38975.0	35831.0	33884.0	29122.0	34288.0	36231.0	38606.0	36502.0	35735.0	29840.0	33240.0	34010.0	1.5299999999999998e-07
154	35324.0	30909.0	30919.0	26702.0	31360.0	31022.0	34969.0	30347.0	29957.0	26459.0	31601.0	32532.0	34875.0	32436.0	30726.0	24904.0	29775.0	31855.0	34493.0	31551.0	30354.0	26251.0	30994.0	31969.0	34902.0	31321.0	33052.0	27517.0	31462.0	29444.0	34971.0	29133.0	31333.0	28214.0	32078.0	31034.0	1.5399999999999998e-07
155	36772.0	33014.0	32520.0	28213.0	32613.0	32759.0	36552.0	34432.0	34009.0	28422.0	32104.0	32310.0	36564.0	32034.0	34379.0	30459.0	33448.0	31484.0	35774.0	32903.0	33961.0	30061.0	31802.0	31387.0	36658.0	30871.0	32002.0	29797.0	34261.0	33425.0	35524.0	33847.0	31080.0	26921.0	31906.0	34157.0	1.5499999999999997e-07
156	35689.0	30872.0	30804.0	25893.0	31189.0	30860.0	34315.0	29371.0	31424.0	27722.0	32541.0	30973.0	34818.0	30571.0	29744.0	25568.0	31051.0	32544.0	34297.0	29633.0	29867.0	27065.0	32117.0	31388.0	34474.0	32657.0	30562.0	25505.0	29273.0	31453.0	35014.0	31370.0	32450.0	26893.0	30417.0	29026.0	1.5599999999999997e-07
157	37676.0	33802.0	33846.0	28819.0	33033.0	33184.0	37465.0	34483.0	32742.0	27378.0	32558.0	34977.0	37519.0	35026.0	34862.0	28470.0	31910.0	32305.0	36415.0	34020.0	32995.0	27743.0	31463.0	33409.0	37663.0	32354.0	34669.0	30358.0	34013.0	32008.0	37935.0	31511.0	32436.0	29195.0	34527.0	34259.0	1.57e-07
158	36998.0	33038.0	32165.0	27896.0	33049.0	32760.0	36903.0	32455.0	33833.0	28350.0	32083.0	31230.0	36557.0	31226.0	32474.0	29219.0	34076.0	32203.0	35833.0	31373.0	33606.0	29459.0	33444.0	30710.0	36912.0	32059.0	30967.0	26489.0	32807.0	34069.0	36624.0	34159.0	32368.0	26583.0	31523.0	32603.0	1.5799999999999999e-07
159	36144.0	31870.0	31831.0	27084.0	32446.0	31596.0	36635.0	31057.0	31312.0	27835.0	33159.0	32820.0	35974.0	33358.0	30724.0	26152.0	31032.0	32812.0	35369.0	32284.0	29986.0	26547.0	32222.0	33429.0	36016.0	33543.0	32700.0	26753.0	30650.0	31037.0	35950.0	31512.0	33416.0	28794.0	32937.0	30403.0	1.5899999999999998e-07
160	37952.0	33586.0	33361.0	28289.0	33587.0	33536.0	36610.0	34687.0	32890.0	27027.0	31678.0	33380.0	37003.0	33892.0	34851.0	29620.0	33414.0	31222.0	35639.0	33749.0	34018.0	28700.0	31552.0	31953.0	37085.0	31196.0	33765.0	30114.0	34837.0	33150.0	36889.0	33015.0	32099.0	28120.0	33125.0	34622.0	1.5999999999999998e-07
161	36173.0	32643.0	31799.0	27049.0	32481.0	32594.0	36183.0	31745.0	33307.0	29072.0	33301.0	30698.0	35976.0	31093.0	31337.0	27815.0	33486.0	32827.0	34924.0	30805.0	32073.0	28907.0	33648.0	32412.0	36336.0	32862.0	31409.0	25702.0	31559.0	33244.0	35807.0	32916.0	33835.0	27071.0	31271.0	30975.0	1.6099999999999997e-07
162	37051.0	32705.0	32925.0	27448.0	33006.0	32672.0	36412.0	32322.0	30473.0	26977.0	32536.0	34102.0	36248.0	34101.0	32103.0	26531.0	30368.0	32202.0	35710.0	32988.0	30768.0	27097.0	30726.0	33146.0	36330.0	32623.0	34202.0	28852.0	32657.0	30240.0	36231.0	31400.0	32475.0	28452.0	34516.0	32824.0	1.6199999999999997e-07
163	37701.0	32801.0	33784.0	27455.0	33010.0	33427.0	37386.0	33891.0	34219.0	27927.0	31950.0	32407.0	37049.0	32202.0	34017.0	29826.0	34376.0	32186.0	36486.0	32946.0	34597.0	29389.0	32495.0	31849.0	37074.0	31819.0	31419.0	28061.0	34282.0	34529.0	36525.0	33712.0	30969.0	26823.0	32179.0	33964.0	1.6299999999999996e-07
164	37849.0	33172.0	33268.0	27694.0	33365.0	33375.0	36477.0	31017.0	33167.0	29689.0	34664.0	33032.0	37275.0	32940.0	32139.0	27077.0	33579.0	34592.0	35929.0	31561.0	31897.0	28115.0	33848.0	33695.0	36861.0	34550.0	32838.0	27016.0	31470.0	33334.0	36465.0	32908.0	34978.0	28879.0	33270.0	31004.0	1.6399999999999999e-07
165	37687.0	34001.0	34503.0	28655.0	34124.0	34297.0	37547.0	34615.0	33442.0	27344.0	32591.0	35123.0	37194.0	35328.0	35037.0	29009.0	32896.0	32670.0	36417.0	34685.0	33912.0	27975.0	32421.0	33625.0	37872.0	32578.0	34803.0	30390.0	35298.0	33016.0	37785.0	33116.0	32628.0	28862.0	35085.0	35054.0	1.6499999999999998e-07
166	37502.0	33866.0	33725.0	29562.0	33885.0	33036.0	36545.0	34167.0	35092.0	30639.0	33903.0	31548.0	36748.0	32493.0	33327.0	30776.0	34942.0	33575.0	36159.0	32853.0	34285.0	31167.0	34373.0	32080.0	37285.0	34236.0	31895.0	28053.0	32900.0	34388.0	37000.0	34474.0	34022.0	28817.0	32511.0	32470.0	1.6599999999999998e-07
