	+Z+Z	+Z+X	+Z+Y	+Z-Z	+Z-X	+Z-Y	+X+Z	+X+X	+X+Y	+X-Z	+X-X	+X-Y	+Y+Z	+Y+X	+Y+Y	+Y-Z	+Y-X	+Y-Y	-Z+Z	-Z+X	-Z+Y	-Z-Z	-Z-X	-Z-Y	-X+Z	-X+X	-X+Y	-X-Z	-X-X	-X-Y	-Y+Z	-Y+X	-Y+Y	-Y-Z	-Y-X	-Y-Y	Pulse length
167	38557.0	34435.0	34718.0	30315.0	34083.0	34697.0	37357.0	33329.0	33168.0	30698.0	35278.0	35604.0	37853.0	35538.0	33330.0	29399.0	33366.0	35813.0	37001.0	34134.0	32815.0	29859.0	34509.0	35678.0	38008.0	35124.0	35050.0	30207.0	33604.0	33186.0	37637.0	32831.0	34988.0	31762.0	35468.0	34215.0	1.6699999999999997e-07
168	35858.0	33003.0	32656.0	28636.0	32580.0	32788.0	35065.0	33599.0	32799.0	28169.0	31505.0	31816.0	35432.0	32292.0	33793.0	30040.0	32547.0	31290.0	34859.0	33136.0	33506.0	28821.0	31636.0	32191.0	35724.0	31148.0	32600.0	29627.0	33971.0	32753.0	36164.0	32171.0	31443.0	28228.0	32683.0	34121.0	1.6799999999999997e-07
169	36874.0	32448.0	33255.0	28380.0	33275.0	33175.0	36131.0	31882.0	33954.0	29986.0	33895.0	31832.0	36309.0	32064.0	32348.0	28628.0	33772.0	33559.0	35924.0	31405.0	32992.0	29869.0	33154.0	32571.0	36052.0	33571.0	31962.0	27740.0	32128.0	34214.0	35544.0	33851.0	34280.0	28919.0	31939.0	32188.0	1.6899999999999996e-07
170	37374.0	33334.0	33606.0	28669.0	32129.0	32328.0	36531.0	33173.0	31664.0	27584.0	32898.0	33395.0	36603.0	34134.0	33181.0	27727.0	31399.0	32525.0	35518.0	33615.0	32119.0	27916.0	31752.0	33106.0	36809.0	32945.0	33954.0	28966.0	33994.0	31150.0	36556.0	31449.0	33289.0	29668.0	34514.0	32510.0	1.7e-07
171	36352.0	33417.0	33188.0	29380.0	33828.0	32902.0	36273.0	34001.0	34383.0	29550.0	31893.0	31748.0	36569.0	32328.0	33971.0	30756.0	34124.0	31987.0	35785.0	32819.0	34094.0	30528.0	32670.0	31756.0	36504.0	31817.0	32320.0	29294.0	33997.0	33903.0	36566.0	33595.0	32642.0	27720.0	31846.0	34289.0	1.7099999999999998e-07
172	35562.0	31673.0	32100.0	28199.0	32430.0	33005.0	34478.0	30140.0	32066.0	29179.0	33397.0	32144.0	35029.0	32007.0	30970.0	27698.0	32334.0	33616.0	34459.0	30706.0	31377.0	28067.0	32937.0	33016.0	35067.0	33160.0	32142.0	27221.0	30995.0	31633.0	34663.0	31440.0	33218.0	28952.0	32405.0	31147.0	1.7199999999999998e-07
173	38654.0	35048.0	34753.0	30737.0	35079.0	34654.0	37813.0	35636.0	34179.0	29570.0	34101.0	35380.0	38114.0	35564.0	35632.0	30680.0	33986.0	33400.0	37583.0	35762.0	34397.0	29995.0	33226.0	34294.0	38309.0	33613.0	35487.0	31903.0	35798.0	33525.0	38105.0	34027.0	34111.0	30971.0	35539.0	35593.0	1.7299999999999997e-07
174	37571.0	33774.0	33280.0	29303.0	33804.0	33458.0	36685.0	33744.0	34614.0	30602.0	33848.0	32456.0	36870.0	32481.0	32902.0	30049.0	35062.0	34366.0	36351.0	32872.0	34364.0	30885.0	35132.0	33177.0	37398.0	33828.0	32605.0	28640.0	33630.0	35395.0	37281.0	34228.0	33859.0	28594.0	32905.0	33892.0	1.7399999999999997e-07
175	36653.0	33101.0	32637.0	28660.0	32652.0	32795.0	35962.0	31473.0	31707.0	28428.0	33400.0	33982.0	35862.0	33624.0	31874.0	27668.0	31922.0	33385.0	35565.0	32416.0	31238.0	28270.0	32442.0	33413.0	36395.0	33825.0	33832.0	28903.0	32389.0	31716.0	35930.0	31785.0	33322.0	29188.0	33668.0	32422.0	1.7499999999999997e-07
176	37061.0	33721.0	33876.0	29016.0	33376.0	34670.0	36901.0	34749.0	33975.0	28937.0	31585.0	33414.0	36531.0	33602.0	34670.0	30334.0	34035.0	32324.0	36203.0	34580.0	34381.0	30330.0	33194.0	32359.0	36269.0	32553.0	33107.0	30533.0	34795.0	33580.0	36531.0	34127.0	32182.0	28135.0	33728.0	34786.0	1.76e-07
177	37745.0	33322.0	33470.0	29527.0	34014.0	33866.0	36776.0	32626.0	33347.0	30316.0	34261.0	32448.0	36439.0	32386.0	32200.0	29365.0	33827.0	34409.0	36267.0	31904.0	33327.0	30456.0	34063.0	33945.0	36675.0	34039.0	32799.0	28701.0	32611.0	34100.0	36992.0	33747.0	34543.0	29392.0	33119.0	31961.0	1.7699999999999998e-07
178	36937.0	32862.0	32097.0	28926.0	33343.0	33059.0	36343.0	32480.0	31452.0	28628.0	32832.0	34539.0	36171.0	33854.0	33043.0	29205.0	31471.0	33016.0	35747.0	33594.0	32767.0	28190.0	30961.0	33528.0	35860.0	32204.0	35013.0	31014.0	32915.0	31363.0	36156.0	31557.0	32857.0	29856.0	33401.0	32756.0	1.7799999999999998e-07
179	35040.0	31620.0	30975.0	27084.0	31365.0	30801.0	34496.0	31642.0	32101.0	27263.0	30391.0	29480.0	34491.0	30694.0	32194.0	27833.0	32241.0	30291.0	34296.0	31331.0	32148.0	28381.0	30841.0	29101.0	34755.0	30761.0	30118.0	26523.0	31481.0	31914.0	34846.0	32484.0	30648.0	24988.0	30242.0	31814.0	1.7899999999999997e-07
180	35959.0	32815.0	32574.0	28402.0	32872.0	32267.0	35583.0	31428.0	32018.0	29541.0	33632.0	33379.0	35127.0	32408.0	31414.0	27608.0	32699.0	34068.0	34287.0	31599.0	31559.0	28762.0	32958.0	33227.0	35323.0	32999.0	32995.0	27872.0	31428.0	32157.0	35780.0	31835.0	33380.0	29525.0	33091.0	30914.0	1.7999999999999997e-07
181	37494.0	33174.0	34206.0	29833.0	33193.0	33752.0	36967.0	34152.0	32872.0	28361.0	32465.0	34550.0	37282.0	33102.0	35024.0	29242.0	32736.0	32352.0	36640.0	34257.0	33983.0	29665.0	32701.0	33308.0	36857.0	32338.0	34054.0	31390.0	34460.0	33319.0	37029.0	33281.0	32447.0	29340.0	34142.0	34696.0	1.8099999999999997e-07
182	36549.0	31663.0	32332.0	27093.0	31906.0	32007.0	35882.0	31185.0	33505.0	28367.0	32334.0	30381.0	35582.0	30767.0	31156.0	28419.0	32948.0	31830.0	35155.0	30827.0	31689.0	28866.0	32436.0	31524.0	35802.0	32446.0	30586.0	26667.0	31600.0	33085.0	35381.0	33144.0	32144.0	26134.0	30454.0	31817.0	1.8199999999999996e-07
183	37147.0	33528.0	32618.0	28308.0	33171.0	33549.0	36608.0	32298.0	31477.0	28813.0	33389.0	34380.0	36611.0	34299.0	32725.0	27447.0	31548.0	33806.0	35769.0	33235.0	31775.0	27794.0	32262.0	34104.0	36149.0	33063.0	34320.0	29065.0	32589.0	32150.0	36628.0	31294.0	33339.0	30156.0	34475.0	32478.0	1.8299999999999998e-07
184	36978.0	33493.0	32812.0	28475.0	33342.0	33534.0	37046.0	34842.0	33896.0	28388.0	32057.0	32958.0	37244.0	32966.0	34585.0	29574.0	33300.0	32254.0	36360.0	33794.0	34452.0	29295.0	32747.0	32062.0	37003.0	32103.0	33096.0	29713.0	34231.0	33594.0	37464.0	33816.0	31782.0	28134.0	32635.0	34502.0	1.8399999999999998e-07
185	38101.0	34458.0	34853.0	29941.0	34611.0	34601.0	37793.0	32955.0	35374.0	31311.0	35869.0	34435.0	37496.0	33906.0	33253.0	29224.0	35415.0	35242.0	36948.0	33283.0	34411.0	31012.0	35089.0	34256.0	37867.0	35156.0	34387.0	29388.0	33399.0	33980.0	37614.0	35002.0	35818.0	30613.0	33615.0	32846.0	1.8499999999999998e-07
186	37012.0	32253.0	32786.0	27170.0	32773.0	33225.0	35967.0	33101.0	32032.0	26583.0	31946.0	33755.0	35780.0	33106.0	33511.0	27827.0	31409.0	31885.0	35147.0	32940.0	32085.0	27242.0	31335.0	32451.0	35711.0	32221.0	33579.0	28988.0	33377.0	31550.0	35603.0	31577.0	31785.0	28085.0	33634.0	33335.0	1.8599999999999997e-07
187	37124.0	32443.0	32646.0	27767.0	33300.0	32748.0	36405.0	33384.0	33932.0	28258.0	32772.0	31640.0	36518.0	32247.0	33348.0	29741.0	33840.0	32885.0	35854.0	32794.0	33599.0	29451.0	32694.0	32659.0	36265.0	33193.0	31590.0	27393.0	33231.0	33976.0	36359.0	33824.0	32375.0	27444.0	31716.0	33616.0	1.8699999999999997e-07
188	36976.0	33397.0	33550.0	28959.0	33831.0	33372.0	36259.0	31770.0	32466.0	29695.0	34173.0	33890.0	35878.0	33765.0	33162.0	28625.0	33196.0	34788.0	35547.0	32976.0	32512.0	29163.0	33527.0	34567.0	36382.0	34118.0	34202.0	29537.0	32926.0	33317.0	36651.0	32768.0	34418.0	30666.0	33853.0	32701.0	1.8799999999999996e-07
189	35003.0	31331.0	31158.0	27277.0	31360.0	31932.0	34731.0	32399.0	30720.0	26648.0	30851.0	31899.0	34703.0	31702.0	32538.0	28064.0	31164.0	30453.0	33622.0	31874.0	31419.0	27565.0	30948.0	30806.0	34601.0	30333.0	31518.0	28617.0	32700.0	30456.0	34399.0	30621.0	30586.0	27574.0	32252.0	32068.0	1.8899999999999999e-07
190	33600.0	29932.0	30120.0	24963.0	30794.0	30103.0	33237.0	29269.0	30883.0	26057.0	30027.0	28963.0	33455.0	28649.0	29074.0	25723.0	31072.0	30322.0	33193.0	28772.0	29523.0	26671.0	30868.0	29950.0	34020.0	30855.0	28864.0	24620.0	29410.0	30809.0	33276.0	31362.0	30595.0	25193.0	28942.0	29977.0	1.8999999999999998e-07
191	36929.0	32437.0	32287.0	27950.0	33128.0	32927.0	36682.0	31951.0	31515.0	28132.0	33782.0	33864.0	36431.0	33340.0	32407.0	27113.0	31862.0	33060.0	35605.0	32821.0	32259.0	28149.0	32363.0	33685.0	36225.0	33582.0	33847.0	28190.0	32805.0	32155.0	36471.0	32078.0	33068.0	28943.0	33754.0	32552.0	1.9099999999999998e-07
192	36955.0	32549.0	33730.0	29278.0	33664.0	33305.0	36256.0	33857.0	33503.0	29519.0	32081.0	32592.0	36809.0	32394.0	34329.0	29153.0	33416.0	32815.0	36002.0	33692.0	34286.0	28936.0	32688.0	32834.0	36453.0	32347.0	33551.0	29446.0	34610.0	34593.0	36694.0	33355.0	32468.0	27294.0	33484.0	35116.0	1.9199999999999997e-07
193	38333.0	33567.0	34289.0	28980.0	34488.0	34316.0	37269.0	32376.0	34447.0	30449.0	35200.0	33731.0	37651.0	33258.0	32802.0	28894.0	34407.0	34737.0	37316.0	32502.0	33629.0	29753.0	35174.0	34409.0	37450.0	34981.0	33685.0	28447.0	32987.0	35936.0	37371.0	33576.0	34727.0	29770.0	33288.0	35054.0	1.9299999999999997e-07
194	37997.0	34829.0	35153.0	31055.0	35008.0	35235.0	37825.0	34987.0	33536.0	29858.0	33840.0	35934.0	37893.0	35598.0	34991.0	30163.0	33676.0	33669.0	37651.0	35105.0	34999.0	29816.0	33909.0	34165.0	37745.0	34143.0	35276.0	31760.0	35386.0	33147.0	37658.0	33805.0	34851.0	31025.0	35563.0	34724.0	1.9399999999999996e-07
195	36061.0	32459.0	32507.0	28799.0	33089.0	32327.0	35431.0	32600.0	33623.0	29309.0	32585.0	30842.0	35688.0	32036.0	32641.0	29335.0	34016.0	32398.0	35129.0	31845.0	33545.0	29400.0	32630.0	31484.0	35431.0	32516.0	31751.0	28596.0	32989.0	32910.0	35713.0	33008.0	32402.0	27470.0	31406.0	32828.0	1.9499999999999996e-07
196	35719.0	31753.0	32339.0	27752.0	31984.0	32477.0	35531.0	30746.0	31300.0	27876.0	33020.0	32181.0	35363.0	32663.0	30630.0	26508.0	31618.0	32728.0	34908.0	31400.0	30932.0	27312.0	32454.0	31795.0	35089.0	32384.0	33425.0	27778.0	30319.0	30639.0	34936.0	31191.0	32873.0	28759.0	31921.0	30394.0	1.9599999999999998e-07
197	36217.0	32751.0	32059.0	27600.0	32973.0	32416.0	35377.0	32873.0	31771.0	26961.0	31266.0	33024.0	36034.0	32443.0	33017.0	28099.0	32106.0	31912.0	35390.0	32976.0	32470.0	27701.0	31672.0	32631.0	35840.0	31696.0	32487.0	29311.0	33607.0	32141.0	35933.0	32597.0	31235.0	27727.0	32919.0	33717.0	1.9699999999999998e-07
198	36743.0	33096.0	34078.0	29219.0	34012.0	34253.0	36569.0	32834.0	34203.0	30384.0	33596.0	32916.0	36607.0	32558.0	32761.0	29310.0	34008.0	34625.0	35980.0	32102.0	33179.0	29963.0	34188.0	34048.0	36662.0	33455.0	32517.0	28360.0	33673.0	34372.0	36777.0	33857.0	33668.0	29389.0	32653.0	33378.0	1.9799999999999997e-07
199	33898.0	30495.0	30882.0	25443.0	30151.0	30105.0	33855.0	29768.0	29811.0	25650.0	30493.0	31043.0	33648.0	31105.0	30105.0	24617.0	28942.0	30584.0	33941.0	30514.0	29178.0	25131.0	29825.0	30615.0	34049.0	30825.0	30575.0	26174.0	29175.0	29804.0	34010.0	30060.0	30380.0	26732.0	31117.0	29783.0	1.9899999999999997e-07
200	36452.0	32754.0	32728.0	28208.0	33135.0	32548.0	37011.0	33009.0	32732.0	27925.0	31648.0	32331.0	36107.0	31988.0	33916.0	29729.0	32936.0	31367.0	35972.0	32792.0	34067.0	29125.0	32228.0	32122.0	36282.0	31621.0	33258.0	28965.0	33267.0	32992.0	36148.0	32524.0	32164.0	28157.0	32779.0	33996.0	2e-07
