	<n>	f
0	0.01436634512462404	3670000000.0
1	0.016136383761791443	3670200000.0
2	0.015082669338590272	3670400000.0
3	0.021066106441342942	3670600000.0
4	0.018628030710925142	3670800000.0
5	0.02094439896723038	3671000000.0
6	0.022272016156150477	3671200000.0
7	0.01619364568016009	3671400000.0
8	0.018237653865561934	3671600000.0
9	0.02220742728603868	3671800000.0
10	0.0237280334137996	3672000000.0
11	0.025949252946140037	3672200000.0
12	0.022462047888111018	3672400000.0
13	0.020798382119556515	3672600000.0
14	0.023960164373601107	3672800000.0
15	0.024794226079496082	3673000000.0
16	0.024607637516794477	3673200000.0
17	0.030364903104935923	3673400000.0
18	0.02524196329369823	3673600000.0
19	0.02377635418790825	3673800000.0
20	0.029703508263992973	3674000000.0
21	0.030921346537447488	3674200000.0
22	0.030172725447035285	3674400000.0
23	0.034204792037107794	3674600000.0
24	0.03198700488879191	3674800000.0
25	0.03010082891095407	3675000000.0
26	0.030846238857008157	3675200000.0
27	0.032312213533899584	3675400000.0
28	0.0377845526191985	3675600000.0
29	0.042019224025166155	3675800000.0
30	0.040938400322054674	3676000000.0
31	0.04541658188173003	3676200000.0
32	0.038487292720844786	3676400000.0
33	0.04156579843571351	3676600000.0
34	0.04503892127580698	3676800000.0
35	0.04181563232339814	3677000000.0
36	0.046746571784661	3677200000.0
37	0.050332656702640005	3677400000.0
38	0.049336375737622055	3677600000.0
39	0.054591830384029864	3677800000.0
40	0.05182574444974298	3678000000.0
41	0.05641274558701224	3678200000.0
42	0.05271850412111797	3678400000.0
43	0.04805049108404701	3678600000.0
44	0.052151202848816115	3678800000.0
45	0.05604593952965224	3679000000.0
46	0.05628302648887193	3679200000.0
47	0.0606299242982775	3679400000.0
48	0.060418650962393274	3679600000.0
49	0.06587125354838916	3679800000.0
50	0.068969893697772	3680000000.0
51	0.06730121452724344	3680200000.0
52	0.06553156658417865	3680400000.0
53	0.06771979706705546	3680600000.0
54	0.06609482509475048	3680800000.0
55	0.06462752716175311	3681000000.0
56	0.06872127651083344	3681200000.0
57	0.06799786100569541	3681400000.0
58	0.0645813618666416	3681600000.0
59	0.0660363282100924	3681800000.0
60	0.061560065655929294	3682000000.0
61	0.06394927451883917	3682200000.0
62	0.0695213219823843	3682400000.0
63	0.0638591208368598	3682600000.0
64	0.0649757322497037	3682800000.0
65	0.07397750133920433	3683000000.0
66	0.07607842368026785	3683200000.0
67	0.07494840633781832	3683400000.0
68	0.07028878649533149	3683600000.0
69	0.06873891073887306	3683800000.0
70	0.0648166225341818	3684000000.0
71	0.06486018164195459	3684200000.0
72	0.06564546486975958	3684400000.0
73	0.06552127938339312	3684600000.0
74	0.0663823444951553	3684800000.0
75	0.07185273341473966	3685000000.0
76	0.06553233200821904	3685200000.0
77	0.06719740829508815	3685400000.0
78	0.06624635457170247	3685600000.0
79	0.06768287225753802	3685800000.0
80	0.0686104539060159	3686000000.0
81	0.06639731979480595	3686200000.0
82	0.07214262448145188	3686400000.0
83	0.07790432065838725	3686600000.0
84	0.07507495787209498	3686800000.0
85	0.07780841477539112	3687000000.0
86	0.08014971302451307	3687200000.0
87	0.07750991689647084	3687400000.0
88	0.07758655932100814	3687600000.0
89	0.0814492288872466	3687800000.0
90	0.07940618757589797	3688000000.0
91	0.080974084935737	3688200000.0
92	0.08614716815914299	3688400000.0
93	0.08888460555041046	3688600000.0
94	0.09053106427144834	3688800000.0
95	0.08881349898718444	3689000000.0
96	0.08931682422778568	3689200000.0
97	0.08529769038107093	3689400000.0
98	0.09070085259409089	3689600000.0
99	0.0924843830456206	3689800000.0
100	0.09214211891104028	3690000000.0
101	0.09114542461162087	3690200000.0
102	0.10358417878814345	3690400000.0
103	0.12257893258357058	3690600000.0
104	0.09355753735935546	3690800000.0
105	0.08571912753809569	3691000000.0
106	0.08403745122680621	3691200000.0
107	0.08626269093427787	3691400000.0
108	0.09124079829836636	3691600000.0
109	0.08932807678805657	3691800000.0
110	0.09313332697192263	3692000000.0
111	0.0968252755167834	3692200000.0
112	0.0991879310192556	3692400000.0
113	0.13295796064015428	3692600000.0
114	0.10766613717761093	3692800000.0
115	0.08988304819838787	3693000000.0
116	0.09288498945069752	3693200000.0
117	0.09926844661481903	3693400000.0
118	0.10778063627724599	3693600000.0
119	0.10338771481008076	3693800000.0
120	0.09884911807036738	3694000000.0
121	0.10015363437930018	3694200000.0
122	0.10383695633059226	3694400000.0
123	0.10174374219258606	3694600000.0
124	0.10467752748428426	3694800000.0
125	0.09752961059885437	3695000000.0
126	0.09225578161523112	3695200000.0
127	0.09913943310099041	3695400000.0
128	0.09976925975037501	3695600000.0
129	0.09894982724040767	3695800000.0
130	0.09962800508429995	3696000000.0
131	0.1002083740202258	3696200000.0
132	0.09930199013883004	3696400000.0
133	0.10180898365893183	3696600000.0
134	0.10441211704554872	3696800000.0
135	0.10539599399574892	3697000000.0
136	0.11002106161204936	3697200000.0
137	0.10169928149262834	3697400000.0
138	0.10529980408589816	3697600000.0
139	0.10406649767131718	3697800000.0
140	0.11656462912806738	3698000000.0
141	0.1245581536622918	3698200000.0
142	0.11929869163787866	3698400000.0
143	0.11700280468349088	3698600000.0
144	0.12189107013873313	3698800000.0
145	0.12524262993973653	3699000000.0
146	0.12414471701830955	3699200000.0
147	0.12096536145139625	3699400000.0
148	0.11932621068486754	3699600000.0
149	0.1145810902547117	3699800000.0
150	0.1085310936965096	3700000000.0
151	0.1046862743380255	3700200000.0
152	0.10956012283505652	3700400000.0
153	0.10741940682126754	3700600000.0
154	0.11610396785859967	3700800000.0
155	0.1134493288939999	3701000000.0
156	0.12224250666805696	3701200000.0
157	0.13091420801367237	3701400000.0
158	0.13895701476274924	3701600000.0
159	0.13653770037763516	3701800000.0
160	0.13114933580262308	3702000000.0
161	0.12904635814970042	3702200000.0
162	0.13032573366536618	3702400000.0
163	0.13145308898581026	3702600000.0
164	0.1277049622278381	3702800000.0
165	0.1327936527010395	3703000000.0
166	0.1250045745605606	3703200000.0
167	0.11961550765017927	3703400000.0
168	0.11673146286872717	3703600000.0
169	0.11215142263482084	3703800000.0
170	0.11302553647769485	3704000000.0
