	+Z+Z	+Z+X	+Z+Y	+Z-Z	+Z-X	+Z-Y	+X+Z	+X+X	+X+Y	+X-Z	+X-X	+X-Y	+Y+Z	+Y+X	+Y+Y	+Y-Z	+Y-X	+Y-Y	-Z+Z	-Z+X	-Z+Y	-Z-Z	-Z-X	-Z-Y	-X+Z	-X+X	-X+Y	-X-Z	-X-X	-X-Y	-Y+Z	-Y+X	-Y+Y	-Y-Z	-Y-X	-Y-Y
92	39931.0	33900.0	33781.0	27052.0	34163.0	34010.0	34735.0	25529.0	32203.0	34050.0	39452.0	31988.0	34911.0	31602.0	25188.0	25244.0	32354.0	38853.0	28431.0	25671.0	26929.0	32643.0	35563.0	34515.0	34696.0	38969.0	31751.0	24736.0	25337.0	32857.0	34473.0	32432.0	39328.0	33625.0	32184.0	25265.0
93	39417.0	32778.0	33047.0	26499.0	33419.0	33309.0	34152.0	24577.0	32063.0	33363.0	38716.0	30734.0	33293.0	30951.0	24325.0	23966.0	31876.0	38519.0	26965.0	25191.0	25642.0	31448.0	34716.0	33946.0	33585.0	38779.0	31007.0	22918.0	24843.0	31987.0	33875.0	31785.0	38523.0	32831.0	31582.0	24520.0
94	40454.0	34231.0	34422.0	27294.0	34656.0	33918.0	34755.0	25762.0	33370.0	34952.0	39860.0	32015.0	34752.0	32357.0	25349.0	24682.0	33785.0	39968.0	29118.0	26199.0	27276.0	33352.0	36324.0	35531.0	35369.0	39641.0	32650.0	24815.0	25803.0	32866.0	35208.0	32903.0	39933.0	33819.0	32176.0	26068.0
95	38904.0	33998.0	33891.0	27805.0	34163.0	33738.0	34288.0	26670.0	32873.0	34325.0	38328.0	31631.0	34412.0	32330.0	26804.0	26356.0	33190.0	38135.0	29209.0	26862.0	27991.0	32244.0	35230.0	34366.0	34304.0	38175.0	31942.0	26309.0	26570.0	32823.0	34056.0	33108.0	38605.0	33789.0	32433.0	26464.0
96	38521.0	32880.0	32842.0	26469.0	32637.0	32601.0	33161.0	24816.0	31594.0	33469.0	38202.0	31164.0	33485.0	31436.0	25659.0	24323.0	31536.0	37696.0	27793.0	25737.0	26585.0	31533.0	34251.0	33404.0	32941.0	38163.0	31702.0	23423.0	24573.0	31378.0	33729.0	31755.0	38007.0	32316.0	30655.0	24757.0
97	39618.0	32575.0	32956.0	26187.0	33057.0	33721.0	34499.0	24912.0	31725.0	33545.0	37944.0	31456.0	33463.0	31791.0	25413.0	24287.0	32310.0	38337.0	27700.0	25273.0	26172.0	31429.0	34319.0	33971.0	33861.0	38652.0	31332.0	23083.0	24901.0	32327.0	33719.0	32266.0	37563.0	31947.0	31641.0	25022.0
98	40379.0	34680.0	35275.0	29554.0	34909.0	34972.0	35706.0	27629.0	33916.0	35319.0	39504.0	33182.0	35581.0	33467.0	27940.0	27292.0	34001.0	39970.0	31038.0	28403.0	28855.0	33688.0	36461.0	35653.0	36226.0	39537.0	33579.0	26454.0	28118.0	34188.0	35803.0	34075.0	39894.0	34584.0	33919.0	28311.0
99	38281.0	33023.0	32618.0	27182.0	32781.0	32829.0	33120.0	24956.0	31614.0	32806.0	37222.0	31098.0	33421.0	31381.0	25642.0	25259.0	31944.0	37421.0	28229.0	26189.0	26826.0	31194.0	33856.0	33605.0	33037.0	37446.0	31421.0	24411.0	24985.0	31384.0	33188.0	31617.0	37432.0	32449.0	31384.0	25704.0
100	39190.0	33925.0	33909.0	27307.0	33091.0	33388.0	34503.0	26311.0	32521.0	33592.0	37681.0	31979.0	34126.0	32218.0	26336.0	25865.0	32243.0	38442.0	28963.0	26450.0	26985.0	31926.0	35083.0	34058.0	34208.0	37890.0	32308.0	24442.0	25700.0	32479.0	34361.0	32079.0	38161.0	33153.0	32074.0	25824.0
101	38936.0	33706.0	33871.0	27590.0	33763.0	33370.0	33666.0	26527.0	32940.0	33464.0	38746.0	31918.0	34019.0	31743.0	26714.0	25377.0	32742.0	37871.0	28838.0	26327.0	27306.0	32339.0	34685.0	34369.0	33597.0	38271.0	31700.0	25177.0	25951.0	31867.0	33696.0	32676.0	37745.0	33397.0	32092.0	25778.0
102	37936.0	32845.0	32759.0	27555.0	33164.0	32983.0	33314.0	25134.0	31886.0	33539.0	37473.0	31833.0	33748.0	31148.0	25784.0	24984.0	31343.0	37699.0	27863.0	26275.0	27841.0	31811.0	33944.0	34218.0	33713.0	37407.0	31971.0	24810.0	25730.0	32024.0	33202.0	31939.0	38172.0	32270.0	31191.0	26147.0
103	39911.0	33729.0	34116.0	28020.0	33995.0	34220.0	35158.0	26167.0	33338.0	34239.0	39254.0	32805.0	34738.0	32984.0	27200.0	24899.0	33387.0	39335.0	29807.0	27019.0	27829.0	32315.0	35839.0	36084.0	34830.0	39359.0	33242.0	24841.0	26511.0	33088.0	33992.0	33455.0	39502.0	33291.0	32487.0	27180.0
104	39235.0	33379.0	33966.0	26838.0	33773.0	33556.0	34599.0	26721.0	32257.0	33885.0	38287.0	30881.0	34345.0	31206.0	26397.0	25235.0	32241.0	37674.0	28756.0	26202.0	27726.0	31594.0	35007.0	34532.0	33916.0	37827.0	31838.0	24567.0	25221.0	32134.0	34715.0	32695.0	38614.0	32868.0	31926.0	25894.0
105	39550.0	34218.0	34084.0	26923.0	34438.0	33310.0	34134.0	25899.0	32949.0	34266.0	39338.0	31774.0	34537.0	31820.0	26647.0	25458.0	32436.0	38711.0	28537.0	26329.0	27336.0	32564.0	34879.0	34458.0	34442.0	39054.0	32905.0	25312.0	24992.0	32448.0	34253.0	33027.0	38913.0	34623.0	31513.0	25250.0
106	37942.0	31904.0	32143.0	25105.0	32116.0	31893.0	32931.0	23591.0	30976.0	32009.0	37670.0	30188.0	32345.0	30377.0	23339.0	22788.0	30477.0	37457.0	26402.0	23785.0	25052.0	30568.0	34062.0	32747.0	32639.0	37374.0	30517.0	22468.0	23227.0	31133.0	32326.0	30488.0	37829.0	31880.0	30231.0	23964.0
107	39481.0	33505.0	33624.0	26989.0	33029.0	32868.0	33945.0	25243.0	32387.0	33970.0	38605.0	31937.0	33814.0	32035.0	24999.0	24590.0	32092.0	39034.0	28265.0	25420.0	26912.0	32349.0	35450.0	34237.0	34071.0	38935.0	32421.0	23975.0	24832.0	32481.0	34143.0	32470.0	39094.0	32839.0	31745.0	25140.0
108	38761.0	32697.0	33020.0	26064.0	33181.0	33008.0	33004.0	24611.0	32244.0	33017.0	38289.0	31141.0	33419.0	31277.0	24835.0	23960.0	31367.0	38442.0	27661.0	25426.0	25614.0	31969.0	34351.0	33696.0	33570.0	38513.0	31057.0	23424.0	24445.0	31436.0	33698.0	31038.0	38128.0	32364.0	30823.0	24642.0
109	38025.0	32300.0	32353.0	25449.0	32388.0	32124.0	32741.0	23908.0	30672.0	32280.0	37206.0	30235.0	32905.0	30972.0	23572.0	23764.0	31082.0	37663.0	27159.0	24236.0	25134.0	30758.0	33998.0	33241.0	32413.0	37654.0	30649.0	22842.0	23751.0	30891.0	32937.0	30866.0	37288.0	31741.0	30529.0	24557.0
110	38545.0	32156.0	32891.0	25403.0	32770.0	32453.0	33189.0	24560.0	31197.0	33217.0	37933.0	30740.0	33238.0	30916.0	24300.0	24012.0	31358.0	37568.0	28158.0	25228.0	25385.0	30524.0	34209.0	33711.0	33187.0	37336.0	30810.0	23035.0	24047.0	31858.0	33550.0	31226.0	37385.0	32110.0	30980.0	24322.0
111	38770.0	32952.0	32774.0	25888.0	32577.0	32535.0	33679.0	25246.0	31246.0	33057.0	38264.0	31350.0	33768.0	31296.0	24026.0	23995.0	31419.0	38184.0	27474.0	24747.0	25273.0	30790.0	34766.0	33514.0	33490.0	38265.0	30909.0	22949.0	24603.0	31833.0	33706.0	31410.0	37870.0	32582.0	31333.0	25707.0
112	40085.0	33605.0	33496.0	26959.0	34393.0	33907.0	34190.0	25555.0	32047.0	33752.0	39291.0	32083.0	33999.0	32315.0	25019.0	24907.0	32776.0	38936.0	28073.0	25500.0	26732.0	32266.0	35531.0	34537.0	34362.0	38860.0	31822.0	24573.0	25215.0	32269.0	34651.0	32472.0	38563.0	33655.0	32131.0	24707.0
113	40190.0	33736.0	34220.0	26890.0	34107.0	33979.0	35002.0	26000.0	32666.0	34231.0	38953.0	32383.0	34756.0	32388.0	25779.0	24905.0	32694.0	39265.0	28330.0	25976.0	26749.0	32254.0	35608.0	35781.0	34657.0	38896.0	32476.0	24196.0	25088.0	33067.0	35066.0	32577.0	39636.0	33183.0	32146.0	25511.0
114	39462.0	33941.0	33224.0	26932.0	33644.0	33299.0	33336.0	25602.0	32884.0	33650.0	38637.0	31546.0	34105.0	32270.0	25154.0	24658.0	32091.0	38760.0	28089.0	26424.0	26760.0	32330.0	34601.0	34175.0	33698.0	38862.0	32175.0	24241.0	25517.0	31784.0	34821.0	32180.0	38729.0	32815.0	31775.0	24790.0
115	40092.0	34224.0	34157.0	27841.0	33603.0	34157.0	34555.0	26741.0	32924.0	34894.0	39205.0	32805.0	34561.0	32603.0	25777.0	26331.0	32794.0	39183.0	28610.0	26339.0	27705.0	32105.0	35990.0	35113.0	34420.0	39311.0	32254.0	24148.0	26203.0	33288.0	34742.0	32608.0	39396.0	33493.0	32521.0	26548.0
116	38449.0	32491.0	32611.0	25584.0	32857.0	32706.0	33583.0	24167.0	31356.0	33159.0	37596.0	30541.0	32994.0	30335.0	24077.0	24839.0	31016.0	37817.0	27365.0	24604.0	25838.0	31609.0	34382.0	33873.0	32959.0	37352.0	30911.0	23608.0	23745.0	31451.0	32444.0	30935.0	37638.0	32202.0	30503.0	24734.0
117	39259.0	33527.0	33382.0	27452.0	33339.0	32579.0	33693.0	24699.0	32497.0	33847.0	38672.0	31201.0	33480.0	31640.0	24625.0	25669.0	31547.0	38016.0	27551.0	24891.0	26132.0	32125.0	34886.0	34867.0	33902.0	38293.0	32293.0	25115.0	25946.0	32192.0	33614.0	31932.0	38732.0	33345.0	31655.0	25353.0
118	40732.0	34062.0	34277.0	27177.0	34102.0	34464.0	34449.0	25695.0	32839.0	34310.0	39437.0	32411.0	34734.0	32207.0	25995.0	25401.0	32784.0	39682.0	29292.0	26248.0	27500.0	32956.0	35434.0	34998.0	34623.0	39427.0	32509.0	25079.0	25855.0	33077.0	34762.0	33187.0	39350.0	33796.0	32143.0	25920.0
119	37564.0	32120.0	32259.0	25772.0	31917.0	31824.0	32473.0	25211.0	30985.0	32128.0	37068.0	30550.0	32416.0	30263.0	24841.0	23520.0	31221.0	37176.0	27121.0	23828.0	25392.0	30357.0	34210.0	33060.0	32680.0	36395.0	30659.0	22092.0	24802.0	31127.0	32472.0	30259.0	37214.0	31300.0	30189.0	23774.0
120	37843.0	32057.0	32992.0	25600.0	32390.0	32338.0	32554.0	24034.0	31218.0	32738.0	37406.0	30959.0	33033.0	30397.0	23987.0	24258.0	30990.0	37653.0	27804.0	24703.0	25001.0	30482.0	33388.0	33373.0	32796.0	37284.0	30604.0	22710.0	24586.0	30969.0	32932.0	30869.0	37723.0	31856.0	31011.0	24000.0
121	39621.0	34412.0	33399.0	27483.0	33948.0	34350.0	34451.0	26383.0	31948.0	34298.0	38547.0	32595.0	34408.0	32171.0	26503.0	26006.0	33025.0	38704.0	28839.0	26527.0	26359.0	32941.0	35671.0	35210.0	34868.0	38927.0	32158.0	25357.0	26747.0	33222.0	34757.0	32740.0	38913.0	33296.0	32935.0	26378.0
122	38114.0	32185.0	32998.0	26293.0	33141.0	32145.0	33249.0	25257.0	31921.0	33081.0	38013.0	30418.0	33146.0	30796.0	24576.0	24394.0	31255.0	38059.0	27508.0	25653.0	25460.0	31492.0	33754.0	33412.0	33146.0	37348.0	30664.0	23986.0	24049.0	30950.0	33247.0	31497.0	37940.0	32268.0	29853.0	24411.0
123	40577.0	34645.0	35358.0	28702.0	35461.0	34789.0	35417.0	26388.0	34521.0	35211.0	40525.0	33504.0	36037.0	33206.0	27232.0	26952.0	34335.0	40053.0	29805.0	27140.0	28374.0	33604.0	36603.0	35975.0	35672.0	40094.0	32863.0	26181.0	27819.0	33795.0	35543.0	33443.0	40271.0	34866.0	34029.0	28351.0
124	38684.0	34187.0	32414.0	26449.0	32873.0	32650.0	34504.0	25802.0	31237.0	33058.0	38529.0	30471.0	34574.0	31018.0	25018.0	23758.0	31553.0	37600.0	29208.0	25306.0	25501.0	31315.0	34402.0	33463.0	34405.0	38433.0	30854.0	23876.0	24638.0	31254.0	34503.0	31359.0	38157.0	32718.0	30896.0	24142.0
125	40464.0	33787.0	34103.0	27011.0	33846.0	33918.0	35090.0	25343.0	32582.0	34144.0	39455.0	32809.0	34462.0	32077.0	25291.0	25160.0	32346.0	39465.0	28089.0	25898.0	26301.0	32820.0	35718.0	35416.0	34693.0	39557.0	32248.0	24153.0	25562.0	32424.0	34738.0	32643.0	39278.0	33714.0	32386.0	25527.0
126	40117.0	34459.0	33867.0	27030.0	33984.0	34671.0	34150.0	25764.0	32470.0	34188.0	38984.0	32243.0	34195.0	32070.0	25090.0	24792.0	32690.0	39508.0	28191.0	25725.0	26814.0	32341.0	35722.0	34910.0	34298.0	38787.0	32518.0	24718.0	25819.0	33399.0	34884.0	32645.0	39378.0	33218.0	32964.0	25698.0
127	38303.0	31940.0	31784.0	24791.0	31250.0	31113.0	32599.0	23344.0	30395.0	32349.0	36744.0	29763.0	32675.0	30552.0	22798.0	22678.0	30167.0	36636.0	25887.0	23486.0	24695.0	30323.0	32703.0	32109.0	32016.0	37932.0	30442.0	21741.0	22506.0	29727.0	32276.0	30364.0	36828.0	31084.0	29294.0	22906.0
128	39607.0	33549.0	34384.0	27666.0	34350.0	33853.0	34188.0	25582.0	33620.0	34253.0	39594.0	32368.0	34369.0	32602.0	26522.0	24750.0	33059.0	39314.0	28723.0	26305.0	27015.0	32776.0	35654.0	34794.0	34606.0	39348.0	32551.0	25612.0	26742.0	32568.0	34144.0	32970.0	39455.0	34247.0	31693.0	26007.0
129	38151.0	32314.0	31949.0	25217.0	32144.0	32102.0	32883.0	23810.0	30734.0	32234.0	37406.0	30973.0	33215.0	30323.0	23687.0	23273.0	30449.0	37937.0	26274.0	24043.0	24785.0	30452.0	33794.0	33467.0	33247.0	37647.0	30661.0	22500.0	23829.0	30965.0	32802.0	30769.0	37942.0	31787.0	30674.0	23821.0
130	39342.0	32999.0	32767.0	25369.0	33205.0	32638.0	33566.0	24012.0	31521.0	33076.0	38269.0	31214.0	33543.0	30663.0	23815.0	23348.0	31242.0	37926.0	27235.0	24548.0	25106.0	31301.0	34103.0	33855.0	33198.0	38280.0	30868.0	22843.0	24001.0	31532.0	33324.0	31416.0	38165.0	32164.0	31229.0	24344.0
131	39727.0	33549.0	33230.0	26296.0	33677.0	33474.0	34223.0	24873.0	32047.0	34152.0	39354.0	32115.0	34270.0	32377.0	24091.0	24830.0	32183.0	39336.0	28127.0	25682.0	26164.0	31838.0	35253.0	34280.0	34256.0	39200.0	31563.0	24267.0	24546.0	32171.0	34165.0	32341.0	38980.0	33399.0	31613.0	24661.0
132	38183.0	32536.0	32537.0	26769.0	33159.0	32719.0	33148.0	24046.0	32003.0	33092.0	38181.0	30935.0	33302.0	30986.0	24384.0	24895.0	32325.0	37991.0	27785.0	24648.0	26523.0	31208.0	34046.0	34143.0	33029.0	37548.0	31506.0	22845.0	24362.0	31421.0	33333.0	31863.0	38070.0	32460.0	30570.0	24319.0
133	39632.0	32783.0	32838.0	25346.0	32472.0	32741.0	34014.0	25597.0	31460.0	33280.0	37950.0	31790.0	33670.0	32172.0	24402.0	23784.0	32109.0	38533.0	27728.0	25130.0	25464.0	31360.0	34424.0	33385.0	33471.0	38570.0	31388.0	23682.0	24485.0	31539.0	33617.0	31548.0	37896.0	33004.0	30991.0	24053.0
134	38999.0	33102.0	32956.0	26165.0	32839.0	33086.0	33865.0	24508.0	31632.0	33822.0	38199.0	31196.0	33416.0	31372.0	24874.0	24525.0	31568.0	38329.0	27713.0	24854.0	26257.0	32636.0	34367.0	34009.0	34240.0	38471.0	31528.0	24767.0	24151.0	31654.0	33819.0	31558.0	38794.0	32198.0	31551.0	24014.0
135	40755.0	34201.0	34968.0	27352.0	35368.0	34828.0	35004.0	25596.0	33164.0	34799.0	40124.0	33831.0	35510.0	32655.0	26104.0	25675.0	33477.0	40474.0	28930.0	26185.0	27223.0	33481.0	36829.0	35713.0	35049.0	39989.0	32955.0	25750.0	26382.0	33775.0	35323.0	33142.0	40209.0	34379.0	33144.0	26427.0
136	40054.0	33509.0	33790.0	27105.0	33292.0	33674.0	34311.0	25246.0	32235.0	33905.0	38903.0	31830.0	34297.0	32219.0	25236.0	25224.0	32238.0	39181.0	28177.0	26147.0	26370.0	32262.0	35645.0	34852.0	34188.0	38818.0	32290.0	24493.0	25754.0	32445.0	34401.0	32891.0	39043.0	33613.0	32022.0	25602.0
137	39767.0	33455.0	33648.0	26384.0	33249.0	33834.0	33843.0	24702.0	31996.0	33798.0	39136.0	32235.0	34362.0	31785.0	24741.0	24888.0	32427.0	38751.0	27790.0	24418.0	26483.0	32444.0	35726.0	34562.0	34065.0	38858.0	32127.0	23452.0	24785.0	32090.0	33719.0	32224.0	39268.0	33282.0	31985.0	25186.0
138	39145.0	33050.0	32961.0	25822.0	33353.0	33489.0	33655.0	24409.0	31178.0	33428.0	37917.0	31661.0	33665.0	31108.0	24148.0	24181.0	32689.0	38108.0	27584.0	25644.0	25572.0	31420.0	34671.0	34086.0	33522.0	37577.0	31621.0	23614.0	25758.0	31955.0	34192.0	32057.0	37801.0	32364.0	31688.0	25317.0
139	40644.0	34245.0	33797.0	26387.0	33502.0	33881.0	35052.0	25470.0	32422.0	34513.0	39503.0	32362.0	34460.0	32153.0	25277.0	24550.0	32797.0	39691.0	28786.0	25716.0	26667.0	32261.0	35794.0	35019.0	34595.0	39469.0	32395.0	23983.0	25084.0	32702.0	34498.0	32516.0	39511.0	33106.0	32206.0	25763.0
140	39474.0	33313.0	33060.0	26409.0	33313.0	33943.0	34144.0	25504.0	31556.0	33920.0	38838.0	31873.0	34343.0	32001.0	24954.0	24602.0	32178.0	38868.0	27912.0	25108.0	26536.0	31962.0	34710.0	34624.0	34498.0	39147.0	32171.0	23908.0	24755.0	32355.0	33911.0	32211.0	39124.0	32919.0	32353.0	25181.0
141	40127.0	34321.0	34305.0	27366.0	34117.0	33635.0	34825.0	26003.0	32633.0	34107.0	39780.0	32314.0	34791.0	32317.0	25884.0	25128.0	32987.0	39871.0	29363.0	26312.0	26855.0	32507.0	36460.0	35330.0	35076.0	39778.0	32028.0	24425.0	25541.0	32984.0	34945.0	32948.0	39741.0	34194.0	32606.0	25729.0
142	39879.0	34135.0	34042.0	26835.0	33627.0	34036.0	34438.0	24765.0	32849.0	34316.0	39521.0	32298.0	34521.0	32589.0	25728.0	24930.0	33231.0	39684.0	27874.0	25754.0	26062.0	32849.0	35979.0	35040.0	34349.0	39652.0	32370.0	24075.0	25533.0	32045.0	34393.0	31869.0	39294.0	33536.0	32433.0	25002.0
143	39591.0	33634.0	33705.0	26233.0	33153.0	33749.0	33881.0	24862.0	32135.0	33966.0	38813.0	32699.0	34059.0	31355.0	25176.0	24181.0	32300.0	39371.0	28013.0	25339.0	25918.0	32205.0	35565.0	34648.0	33908.0	38919.0	31892.0	23599.0	25065.0	32500.0	33918.0	32332.0	38858.0	32838.0	31680.0	25347.0
144	39313.0	32711.0	33335.0	25822.0	33128.0	33736.0	33633.0	24035.0	32007.0	33428.0	38770.0	31523.0	33896.0	31368.0	24366.0	23883.0	31992.0	38502.0	27812.0	24812.0	26275.0	31757.0	35314.0	33980.0	34125.0	38836.0	31288.0	24188.0	24478.0	31378.0	33966.0	32308.0	38431.0	32382.0	31553.0	23984.0
145	40456.0	35195.0	35466.0	29622.0	35067.0	35291.0	34420.0	28166.0	34737.0	35262.0	39800.0	34287.0	34677.0	34485.0	28283.0	26785.0	34741.0	40105.0	27778.0	28490.0	29255.0	33749.0	37333.0	36850.0	34756.0	40225.0	34172.0	26772.0	28689.0	33227.0	35552.0	34665.0	40235.0	34690.0	33767.0	28475.0
146	40321.0	35593.0	35108.0	29301.0	35376.0	35089.0	36031.0	28566.0	33933.0	35061.0	39423.0	33924.0	35877.0	34102.0	28238.0	27313.0	33906.0	39663.0	29918.0	28558.0	28523.0	33826.0	36657.0	35468.0	36028.0	39798.0	33850.0	27156.0	28115.0	33352.0	35901.0	33409.0	39593.0	34372.0	33721.0	27164.0
147	39082.0	34228.0	33819.0	28133.0	33672.0	34152.0	34275.0	27113.0	32721.0	34392.0	38957.0	32755.0	34923.0	33003.0	27381.0	26483.0	32717.0	38497.0	29757.0	27775.0	27619.0	33073.0	35176.0	34988.0	34734.0	37851.0	32907.0	24926.0	26886.0	32510.0	34793.0	32810.0	38191.0	33483.0	32965.0	26532.0
