	+Z+Z	+Z+X	+Z+Y	+Z-Z	+Z-X	+Z-Y	+X+Z	+X+X	+X+Y	+X-Z	+X-X	+X-Y	+Y+Z	+Y+X	+Y+Y	+Y-Z	+Y-X	+Y-Y	-Z+Z	-Z+X	-Z+Y	-Z-Z	-Z-X	-Z-Y	-X+Z	-X+X	-X+Y	-X-Z	-X-X	-X-Y	-Y+Z	-Y+X	-Y+Y	-Y-Z	-Y-X	-Y-Y
17	39015.0	34021.0	34055.0	27787.0	33804.0	33336.0	33984.0	26939.0	32991.0	34512.0	38256.0	31850.0	34751.0	32218.0	26845.0	26333.0	33140.0	38033.0	29159.0	26412.0	27848.0	32849.0	35856.0	33753.0	34957.0	38371.0	32183.0	25076.0	26843.0	33359.0	34849.0	32881.0	37992.0	32998.0	31502.0	26179.0
18	38709.0	33440.0	33359.0	27978.0	33337.0	33020.0	34076.0	26478.0	32800.0	34398.0	37800.0	31640.0	34114.0	31499.0	26304.0	26509.0	33182.0	37761.0	29506.0	26951.0	27555.0	32829.0	34877.0	33983.0	34295.0	37735.0	31272.0	25429.0	26783.0	32729.0	34034.0	32943.0	37768.0	32749.0	31467.0	26534.0
19	39561.0	33281.0	33475.0	26469.0	34100.0	34114.0	34498.0	26251.0	33946.0	34138.0	38810.0	31896.0	34707.0	31776.0	26522.0	26347.0	33782.0	39335.0	29923.0	26594.0	27636.0	33028.0	36107.0	34871.0	34736.0	38740.0	31265.0	24504.0	26747.0	33780.0	34757.0	32917.0	38788.0	32760.0	31982.0	27206.0
20	39247.0	33783.0	33185.0	28099.0	33335.0	33987.0	33858.0	26589.0	33076.0	34434.0	38438.0	31721.0	34329.0	31296.0	26385.0	26554.0	33018.0	37735.0	28613.0	26519.0	27820.0	33248.0	35454.0	33470.0	33935.0	38017.0	31223.0	25127.0	26637.0	32962.0	33938.0	32802.0	38179.0	32889.0	31418.0	26564.0
21	37053.0	31766.0	31502.0	25577.0	31740.0	31649.0	32990.0	24354.0	31457.0	32857.0	36432.0	29310.0	32504.0	30517.0	24929.0	25186.0	30972.0	36622.0	27576.0	24991.0	26206.0	30994.0	32834.0	32192.0	32885.0	36917.0	29816.0	23608.0	24296.0	31588.0	32260.0	30781.0	36250.0	30974.0	29765.0	24405.0
22	39301.0	33931.0	33811.0	28424.0	33669.0	33924.0	34463.0	27222.0	33086.0	34695.0	38456.0	32384.0	34699.0	32617.0	26775.0	27205.0	33576.0	38207.0	29860.0	27148.0	28457.0	32711.0	35798.0	34145.0	34689.0	38426.0	31466.0	25124.0	27250.0	33860.0	34761.0	33585.0	38376.0	33161.0	32262.0	27505.0
23	39663.0	34264.0	34612.0	29057.0	34390.0	34384.0	35185.0	26852.0	34287.0	35254.0	39247.0	32393.0	35359.0	32485.0	27556.0	27605.0	33204.0	38751.0	29623.0	27171.0	29739.0	33962.0	36224.0	34445.0	35373.0	38987.0	33004.0	25664.0	26693.0	33254.0	35309.0	33852.0	39504.0	33567.0	32129.0	26695.0
24	38384.0	33300.0	33082.0	27260.0	33412.0	32869.0	33357.0	25637.0	32697.0	33962.0	38106.0	30964.0	33879.0	31332.0	26437.0	25766.0	33024.0	37704.0	28851.0	26104.0	27373.0	32017.0	34530.0	33529.0	34325.0	37489.0	31259.0	24589.0	25728.0	32457.0	34048.0	32731.0	37680.0	32752.0	31147.0	25944.0
25	37994.0	31387.0	31397.0	25087.0	31639.0	31595.0	32241.0	22964.0	31179.0	32686.0	37001.0	29234.0	32415.0	29068.0	23424.0	24166.0	31205.0	36971.0	26662.0	23247.0	25402.0	31485.0	33459.0	32107.0	32940.0	37155.0	28991.0	21951.0	23240.0	31397.0	32186.0	31160.0	36630.0	30813.0	28835.0	24502.0
26	39773.0	32018.0	33255.0	26225.0	32887.0	32052.0	33146.0	24056.0	31740.0	33058.0	37413.0	29585.0	33074.0	30268.0	24377.0	24443.0	32048.0	37787.0	27665.0	24836.0	25887.0	31882.0	34489.0	32991.0	33115.0	37722.0	29677.0	22977.0	23931.0	31731.0	33261.0	32410.0	37543.0	32115.0	30342.0	24215.0
27	39335.0	33033.0	32925.0	26635.0	33300.0	32955.0	33921.0	24571.0	32450.0	34397.0	38440.0	30521.0	34153.0	30639.0	24128.0	25332.0	32295.0	38698.0	27647.0	24536.0	26612.0	32284.0	35248.0	33343.0	33513.0	38236.0	30578.0	23055.0	24832.0	32564.0	33599.0	32555.0	38405.0	32250.0	30985.0	25380.0
28	39541.0	33671.0	33874.0	27044.0	33070.0	33505.0	34423.0	25034.0	33087.0	34719.0	38773.0	31099.0	34319.0	31566.0	24913.0	24929.0	32971.0	38680.0	28622.0	25134.0	26806.0	32770.0	35510.0	33846.0	34271.0	38796.0	31384.0	23476.0	25165.0	32641.0	34189.0	32704.0	38853.0	32202.0	31055.0	25812.0
29	39411.0	32925.0	32984.0	26492.0	33096.0	33028.0	33691.0	24710.0	32421.0	34130.0	38572.0	30777.0	33687.0	30522.0	24928.0	24816.0	32653.0	38740.0	27538.0	24966.0	26186.0	32318.0	35663.0	33862.0	33912.0	38294.0	31092.0	23452.0	25026.0	32695.0	33897.0	32466.0	38439.0	32512.0	31215.0	24979.0
30	37436.0	31419.0	31299.0	25381.0	31181.0	33068.0	33027.0	23154.0	30922.0	31933.0	36756.0	29441.0	33293.0	29516.0	23327.0	23726.0	30668.0	37610.0	26409.0	23494.0	25184.0	30620.0	33047.0	32434.0	32771.0	36288.0	30006.0	22076.0	22878.0	31396.0	31599.0	30800.0	35986.0	30035.0	29724.0	23001.0
31	37769.0	31582.0	31740.0	25223.0	31585.0	31590.0	32177.0	23508.0	31038.0	32103.0	37394.0	29853.0	32102.0	29602.0	23366.0	24205.0	31103.0	37000.0	26428.0	23623.0	25015.0	31279.0	33509.0	32540.0	32264.0	36835.0	29221.0	22241.0	23740.0	30895.0	32436.0	31169.0	36576.0	31060.0	29330.0	23959.0
32	39142.0	32535.0	33429.0	27010.0	33686.0	33886.0	33609.0	26306.0	32896.0	34679.0	38571.0	31387.0	33302.0	31986.0	25775.0	26279.0	33114.0	38464.0	27125.0	26264.0	27405.0	33615.0	35668.0	34423.0	33233.0	38705.0	32700.0	25226.0	25922.0	33225.0	32997.0	33432.0	38318.0	32963.0	31384.0	25597.0
33	36675.0	31760.0	31347.0	25416.0	31633.0	31239.0	32143.0	24972.0	31153.0	32019.0	36792.0	29082.0	32312.0	29971.0	24881.0	24565.0	31444.0	36197.0	27029.0	24416.0	25719.0	30805.0	33403.0	31605.0	32962.0	36610.0	29408.0	22226.0	24553.0	30559.0	32541.0	31931.0	36453.0	31262.0	29424.0	24166.0
34	38961.0	32437.0	33667.0	28547.0	33461.0	33421.0	33578.0	25115.0	33227.0	34445.0	38454.0	31408.0	32753.0	30646.0	26473.0	27236.0	33276.0	37977.0	27135.0	24697.0	27858.0	33141.0	35593.0	34289.0	33763.0	37633.0	32147.0	25126.0	25959.0	33408.0	33781.0	32234.0	38631.0	32796.0	31951.0	26327.0
35	38324.0	31495.0	31899.0	25094.0	32063.0	32240.0	32646.0	23399.0	31948.0	32897.0	37019.0	29350.0	33230.0	29485.0	23858.0	24399.0	32200.0	36623.0	26867.0	23218.0	25458.0	30649.0	34800.0	32917.0	33442.0	37332.0	29296.0	21961.0	23879.0	31667.0	33016.0	31671.0	36571.0	31352.0	30181.0	23419.0
36	39064.0	32635.0	32212.0	26198.0	32732.0	32657.0	33193.0	24616.0	31623.0	33123.0	37867.0	30364.0	33205.0	30208.0	24192.0	25198.0	31995.0	37871.0	27217.0	24288.0	26043.0	32080.0	34908.0	33051.0	33416.0	37831.0	30233.0	22720.0	24818.0	32410.0	33547.0	31635.0	38115.0	31756.0	30459.0	24783.0
37	38078.0	31947.0	31581.0	24837.0	31878.0	31421.0	32197.0	23779.0	31707.0	32441.0	37254.0	29551.0	31936.0	29653.0	23791.0	24158.0	31268.0	37003.0	27365.0	24570.0	26263.0	31554.0	34060.0	32197.0	32851.0	37217.0	29694.0	21857.0	24315.0	31500.0	32411.0	31499.0	37221.0	31136.0	29531.0	23453.0
38	40515.0	34934.0	34787.0	28330.0	35098.0	34763.0	35759.0	26784.0	34281.0	35351.0	40122.0	32008.0	35216.0	32206.0	26636.0	26709.0	34034.0	39822.0	29464.0	26719.0	28335.0	33904.0	36713.0	34877.0	35640.0	39786.0	31965.0	24832.0	27366.0	34297.0	35275.0	33948.0	40183.0	33697.0	32635.0	26815.0
39	39932.0	33407.0	33421.0	26433.0	33690.0	33448.0	34227.0	25371.0	32598.0	33982.0	38421.0	30956.0	33754.0	30782.0	24722.0	25186.0	32855.0	38843.0	28048.0	24980.0	26766.0	32727.0	35517.0	34064.0	34247.0	38531.0	30934.0	23090.0	24978.0	32793.0	34299.0	33067.0	38526.0	32801.0	30788.0	24967.0
40	39278.0	33675.0	33474.0	26849.0	33717.0	33445.0	34364.0	25350.0	33177.0	34393.0	38560.0	31091.0	34160.0	31125.0	25313.0	25525.0	32659.0	38808.0	28428.0	25489.0	26974.0	32597.0	35632.0	33694.0	34148.0	38954.0	30927.0	23539.0	25249.0	32719.0	34195.0	32856.0	38647.0	32445.0	31135.0	25307.0
41	39657.0	33438.0	33193.0	26744.0	33214.0	33739.0	34231.0	24942.0	32529.0	33966.0	38858.0	30946.0	34137.0	31132.0	25035.0	24876.0	32766.0	38684.0	27661.0	24631.0	27064.0	32823.0	35479.0	33725.0	34541.0	38588.0	31097.0	22761.0	24709.0	32720.0	34483.0	32407.0	38544.0	32183.0	31217.0	25297.0
42	39556.0	33391.0	32662.0	27066.0	33857.0	33322.0	33780.0	24586.0	32659.0	33878.0	38838.0	30656.0	33790.0	30643.0	24492.0	25362.0	32536.0	38390.0	27979.0	24963.0	27085.0	32618.0	34917.0	33710.0	33297.0	39158.0	31301.0	23722.0	24401.0	32571.0	33960.0	32529.0	38513.0	32307.0	31134.0	25241.0
43	38055.0	33721.0	33129.0	27509.0	32948.0	33514.0	32178.0	26559.0	32632.0	34485.0	37520.0	31408.0	33450.0	31536.0	26547.0	25961.0	32671.0	37811.0	29032.0	25900.0	28275.0	32781.0	34908.0	33723.0	34401.0	37939.0	31377.0	24455.0	26402.0	32621.0	34149.0	33084.0	37431.0	32461.0	31773.0	25637.0
44	39679.0	34689.0	34114.0	27819.0	33184.0	34687.0	34968.0	27068.0	33570.0	35326.0	38688.0	32444.0	34353.0	31607.0	27340.0	26289.0	33397.0	39049.0	29882.0	26873.0	27820.0	33450.0	36395.0	34510.0	34895.0	38851.0	31284.0	25040.0	27337.0	33801.0	35197.0	33283.0	38824.0	32780.0	32424.0	26125.0
45	38557.0	33059.0	33245.0	26752.0	32383.0	32380.0	33320.0	25777.0	32684.0	33518.0	37815.0	29933.0	33099.0	30519.0	24829.0	25177.0	32062.0	36696.0	28148.0	25532.0	26249.0	32066.0	34351.0	32421.0	32722.0	37499.0	30543.0	23591.0	25664.0	31393.0	33160.0	32309.0	37349.0	31740.0	30506.0	24716.0
46	38040.0	32295.0	32645.0	26469.0	32687.0	32677.0	32139.0	25388.0	32422.0	33015.0	38035.0	29894.0	32525.0	29866.0	25045.0	24532.0	32248.0	37081.0	27662.0	24466.0	26234.0	31293.0	34645.0	32331.0	33051.0	36876.0	30404.0	24244.0	25386.0	30588.0	32851.0	31742.0	36771.0	31456.0	29558.0	24039.0
47	38400.0	32495.0	32729.0	26594.0	33492.0	32934.0	32982.0	24972.0	32836.0	33648.0	37414.0	30341.0	32968.0	30752.0	25736.0	26042.0	32207.0	37626.0	28368.0	24984.0	27131.0	32438.0	34578.0	32806.0	33233.0	37460.0	30845.0	24598.0	25014.0	31348.0	33303.0	32531.0	37575.0	32024.0	30601.0	24994.0
48	37577.0	31935.0	31440.0	24741.0	31632.0	30780.0	31730.0	24992.0	30772.0	32111.0	36596.0	29316.0	32569.0	29773.0	23510.0	23350.0	30810.0	36266.0	27394.0	24083.0	25212.0	30613.0	33041.0	31181.0	32562.0	36546.0	28731.0	22057.0	23509.0	30729.0	32775.0	31438.0	36629.0	30218.0	29252.0	23957.0
49	39343.0	32882.0	34235.0	27796.0	34174.0	32882.0	34070.0	25356.0	33249.0	34880.0	38590.0	31036.0	34317.0	31776.0	27011.0	25964.0	32857.0	38467.0	28671.0	25193.0	27375.0	33289.0	35768.0	33863.0	34227.0	38899.0	31938.0	24386.0	25769.0	33028.0	34190.0	33791.0	38738.0	32829.0	31112.0	25324.0
50	37898.0	32409.0	32570.0	26270.0	32304.0	32342.0	33089.0	25016.0	31570.0	32895.0	36915.0	29976.0	32451.0	30510.0	24496.0	24075.0	31712.0	37507.0	27249.0	24733.0	26314.0	31063.0	33914.0	33003.0	32921.0	38200.0	29620.0	23088.0	23599.0	31533.0	32243.0	31806.0	37411.0	31408.0	29307.0	24371.0
51	36741.0	31448.0	31284.0	26643.0	32338.0	31384.0	32142.0	24960.0	31453.0	32629.0	36501.0	29860.0	32340.0	29295.0	24250.0	24325.0	31299.0	36084.0	26404.0	24579.0	26704.0	30721.0	33131.0	32333.0	32518.0	36091.0	29229.0	23319.0	24224.0	31471.0	32619.0	31402.0	36358.0	30462.0	29384.0	24789.0
52	37667.0	31006.0	31688.0	24516.0	31178.0	31111.0	32584.0	23892.0	30885.0	32458.0	36473.0	28909.0	31330.0	29425.0	23817.0	23568.0	30631.0	36790.0	26335.0	23636.0	25270.0	31212.0	33838.0	31950.0	31537.0	36057.0	29311.0	21805.0	24137.0	30200.0	32554.0	30695.0	36838.0	29734.0	28956.0	23358.0
53	39072.0	32941.0	33479.0	25931.0	32261.0	32348.0	33784.0	25231.0	32523.0	33703.0	37874.0	30781.0	33644.0	30370.0	24435.0	25464.0	32304.0	37754.0	27575.0	24641.0	26798.0	32540.0	34500.0	33145.0	34119.0	38294.0	30751.0	23112.0	24337.0	32739.0	34009.0	32070.0	37809.0	32202.0	30542.0	24858.0
54	37105.0	30641.0	30919.0	24678.0	30786.0	30962.0	31439.0	22963.0	30695.0	31848.0	36182.0	28591.0	31608.0	28436.0	23414.0	23150.0	29751.0	36437.0	26220.0	22702.0	24875.0	30570.0	33466.0	31517.0	31562.0	35812.0	29073.0	21584.0	22887.0	30456.0	31433.0	30124.0	36056.0	30302.0	28358.0	22791.0
55	39435.0	33822.0	33062.0	26296.0	33159.0	33365.0	33303.0	25967.0	33017.0	33895.0	38509.0	30819.0	34085.0	30590.0	25416.0	24962.0	32797.0	38562.0	27792.0	25148.0	26622.0	31992.0	35173.0	33477.0	33823.0	38442.0	30492.0	23212.0	24817.0	32544.0	34132.0	32610.0	38360.0	32124.0	30833.0	24936.0
56	38980.0	33486.0	32905.0	26509.0	32156.0	32368.0	33176.0	24829.0	32085.0	32980.0	37352.0	29745.0	32716.0	30480.0	24039.0	24230.0	31801.0	37511.0	27739.0	25240.0	25826.0	31573.0	34639.0	33101.0	32770.0	37961.0	30269.0	21845.0	24040.0	31518.0	33790.0	32882.0	37573.0	30958.0	28763.0	24168.0
57	39002.0	33684.0	33318.0	26887.0	33286.0	33539.0	34049.0	25717.0	32845.0	34643.0	38735.0	30744.0	33901.0	31235.0	25277.0	25645.0	32672.0	38754.0	28347.0	25193.0	27041.0	32975.0	35375.0	33695.0	34186.0	38341.0	31462.0	23348.0	25454.0	32994.0	34570.0	32829.0	38734.0	32479.0	30984.0	25738.0
58	38906.0	32475.0	33008.0	25863.0	32871.0	32523.0	32948.0	24769.0	32260.0	33310.0	38298.0	30602.0	32828.0	29968.0	24736.0	24309.0	31876.0	38011.0	27808.0	24284.0	26220.0	31908.0	34671.0	33220.0	33322.0	38164.0	30806.0	23290.0	24614.0	32108.0	33188.0	32532.0	37933.0	31679.0	29851.0	24466.0
59	38458.0	32498.0	32654.0	26092.0	32684.0	32405.0	33139.0	24497.0	31757.0	33574.0	37411.0	30313.0	33373.0	29990.0	24879.0	25120.0	32099.0	37505.0	27612.0	24143.0	26256.0	31639.0	34404.0	32734.0	33096.0	37496.0	29982.0	23028.0	24882.0	31939.0	33057.0	31775.0	37420.0	31583.0	30399.0	24744.0
60	38894.0	32061.0	32296.0	25843.0	32338.0	32527.0	32700.0	23878.0	31721.0	33066.0	37384.0	29496.0	32613.0	29084.0	23939.0	24208.0	31340.0	37411.0	27247.0	23445.0	25749.0	31784.0	34438.0	33131.0	32539.0	37116.0	30332.0	22490.0	23735.0	31268.0	32616.0	31726.0	37322.0	31089.0	29560.0	24116.0
61	40574.0	34193.0	34228.0	27448.0	33966.0	33692.0	35146.0	25471.0	33163.0	34641.0	39430.0	31839.0	34535.0	31914.0	25664.0	25646.0	34046.0	38804.0	29207.0	25965.0	28092.0	33219.0	36238.0	34009.0	34607.0	38849.0	31452.0	23840.0	26166.0	33646.0	34803.0	33328.0	39687.0	32723.0	31957.0	25832.0
62	40746.0	34961.0	34710.0	28108.0	35093.0	34594.0	35252.0	26290.0	34327.0	35773.0	40078.0	32643.0	35457.0	32160.0	26911.0	26478.0	34079.0	39974.0	29330.0	26874.0	28145.0	34070.0	36744.0	35244.0	35738.0	40295.0	32466.0	24746.0	25881.0	34063.0	35267.0	34208.0	39551.0	33765.0	32312.0	26360.0
63	38960.0	33004.0	32871.0	26523.0	32933.0	32865.0	33211.0	25213.0	32359.0	33490.0	37875.0	30433.0	34416.0	30858.0	24766.0	24836.0	32639.0	37965.0	27382.0	24560.0	26377.0	32399.0	35175.0	33566.0	33661.0	38298.0	30390.0	23050.0	24574.0	32200.0	33671.0	32358.0	37954.0	32345.0	30470.0	24918.0
64	37367.0	31463.0	31697.0	24875.0	31777.0	31593.0	32527.0	23347.0	30883.0	32043.0	36428.0	29352.0	32892.0	29199.0	23208.0	23806.0	30976.0	36919.0	26099.0	23460.0	25071.0	31615.0	33476.0	31707.0	32416.0	36489.0	29143.0	21777.0	22843.0	30688.0	32146.0	31296.0	37190.0	30551.0	29529.0	23432.0
65	39975.0	33278.0	33151.0	26658.0	33246.0	33633.0	34256.0	25185.0	32483.0	33978.0	38207.0	31220.0	33924.0	30990.0	24787.0	25379.0	32655.0	38630.0	28123.0	25362.0	26684.0	32192.0	35399.0	33774.0	33637.0	38578.0	30835.0	23070.0	24685.0	33061.0	33526.0	32425.0	38681.0	32440.0	31522.0	24848.0
66	39000.0	32142.0	32732.0	25890.0	33311.0	32354.0	32958.0	24154.0	31557.0	33199.0	38374.0	31012.0	32745.0	30385.0	23737.0	24102.0	32006.0	37907.0	27088.0	24052.0	25811.0	31474.0	34818.0	32964.0	33441.0	37648.0	29466.0	22758.0	24528.0	32327.0	32943.0	31778.0	37553.0	31535.0	30353.0	24119.0
67	39907.0	34263.0	33340.0	27344.0	33808.0	33217.0	34670.0	26078.0	33099.0	34543.0	39059.0	31622.0	34817.0	31469.0	25537.0	25618.0	32892.0	39097.0	28618.0	25446.0	27791.0	32758.0	35473.0	33679.0	34805.0	39046.0	31710.0	23549.0	24879.0	33083.0	34718.0	33198.0	38802.0	32087.0	30885.0	25250.0
68	37367.0	31154.0	30744.0	24418.0	30409.0	31026.0	31631.0	23292.0	29851.0	31003.0	35619.0	28067.0	30794.0	28475.0	22779.0	22477.0	30414.0	35765.0	24903.0	22262.0	24712.0	29266.0	32663.0	31201.0	31571.0	35978.0	29225.0	20839.0	22489.0	29700.0	30686.0	30347.0	35411.0	29052.0	27912.0	22789.0
69	39755.0	33421.0	33341.0	26818.0	33156.0	33353.0	33258.0	24561.0	32609.0	33926.0	38156.0	31047.0	33275.0	30843.0	24719.0	24854.0	32780.0	38471.0	28533.0	25303.0	26116.0	32544.0	35668.0	33475.0	33715.0	38417.0	30600.0	23015.0	24385.0	32236.0	33835.0	32715.0	38454.0	32160.0	30862.0	24706.0
70	39793.0	33687.0	33417.0	26804.0	33250.0	33546.0	34117.0	25217.0	32523.0	34119.0	38807.0	31392.0	34248.0	31015.0	25198.0	25523.0	33748.0	38818.0	28464.0	25014.0	26805.0	33761.0	35534.0	33549.0	34252.0	39183.0	31351.0	23978.0	25267.0	33400.0	34681.0	33495.0	39230.0	32480.0	31658.0	25480.0
71	39689.0	33947.0	33692.0	26885.0	33863.0	33428.0	34240.0	25574.0	33185.0	34851.0	39022.0	31365.0	34566.0	31360.0	25204.0	26080.0	32930.0	38814.0	28465.0	25777.0	27416.0	33020.0	36091.0	34091.0	34414.0	39035.0	31201.0	24007.0	25582.0	32864.0	34435.0	33238.0	38954.0	32966.0	31267.0	25925.0
72	39168.0	33307.0	32894.0	25930.0	32748.0	33700.0	33088.0	24779.0	32410.0	34066.0	37992.0	31088.0	33431.0	30836.0	24409.0	24622.0	32373.0	38398.0	27550.0	25366.0	26764.0	32345.0	36082.0	33686.0	33609.0	38602.0	29940.0	23851.0	26004.0	33352.0	33748.0	33224.0	38258.0	32767.0	31059.0	25888.0
73	39240.0	33630.0	33553.0	27128.0	33016.0	33087.0	33837.0	26032.0	32559.0	34105.0	38141.0	31254.0	33503.0	30686.0	25143.0	26018.0	32415.0	38276.0	27680.0	25286.0	27711.0	33108.0	35311.0	33692.0	34047.0	37762.0	31395.0	24993.0	25394.0	32412.0	33801.0	33080.0	38829.0	32542.0	30539.0	25743.0
74	38410.0	32721.0	32809.0	27158.0	32901.0	33757.0	33610.0	25546.0	32689.0	34101.0	38458.0	31036.0	33780.0	31050.0	25184.0	25385.0	33053.0	38391.0	26905.0	25103.0	27125.0	32501.0	35291.0	33252.0	33623.0	37730.0	31012.0	23903.0	26517.0	32830.0	33461.0	32319.0	37962.0	32324.0	31033.0	26312.0
75	38428.0	33063.0	33193.0	26753.0	32853.0	32596.0	32765.0	24273.0	32208.0	33599.0	37965.0	30370.0	32776.0	30640.0	24593.0	25283.0	32721.0	38076.0	27677.0	24870.0	26129.0	31740.0	35142.0	33141.0	33238.0	37962.0	30508.0	23216.0	24544.0	32399.0	32894.0	31977.0	37980.0	31809.0	30128.0	24221.0
76	38166.0	32279.0	31535.0	25491.0	31160.0	31209.0	32070.0	24855.0	30256.0	32125.0	36522.0	29315.0	32191.0	29863.0	23934.0	23632.0	30943.0	36924.0	26993.0	23425.0	26141.0	31547.0	33774.0	32042.0	32786.0	37120.0	29232.0	22301.0	23764.0	31513.0	33217.0	30798.0	36563.0	30750.0	28893.0	23718.0
77	35009.0	29574.0	28961.0	24659.0	29499.0	30326.0	30509.0	23441.0	29271.0	31071.0	34125.0	27776.0	30867.0	27947.0	23272.0	22778.0	29728.0	34852.0	24879.0	22526.0	25187.0	29673.0	32588.0	31127.0	29366.0	34188.0	27990.0	21250.0	23074.0	30079.0	30080.0	28680.0	33821.0	28974.0	29189.0	22563.0
78	37180.0	31419.0	31804.0	26353.0	31664.0	31929.0	32487.0	24187.0	31354.0	32371.0	36384.0	29086.0	32309.0	29498.0	24915.0	24765.0	31083.0	36129.0	27126.0	24630.0	26159.0	31369.0	33339.0	31823.0	32815.0	36415.0	29861.0	23293.0	24610.0	31520.0	31668.0	31428.0	36167.0	30852.0	29316.0	24509.0
79	37824.0	31732.0	32636.0	25028.0	32573.0	32356.0	32587.0	24463.0	31835.0	32411.0	37241.0	29878.0	32402.0	30000.0	24837.0	24678.0	32174.0	36288.0	28277.0	25048.0	26870.0	30956.0	34014.0	31967.0	33138.0	37039.0	29483.0	22158.0	25544.0	31497.0	32984.0	32032.0	36287.0	30982.0	30235.0	24786.0
80	39060.0	33011.0	33707.0	26961.0	33143.0	33041.0	33612.0	26524.0	32869.0	33803.0	37557.0	30833.0	33387.0	31218.0	26096.0	25691.0	32762.0	38144.0	27739.0	26587.0	27660.0	32866.0	34995.0	33874.0	33967.0	38316.0	31310.0	25018.0	25615.0	32038.0	33428.0	32621.0	38325.0	32502.0	31439.0	25339.0
81	37603.0	31488.0	32204.0	25799.0	32017.0	31580.0	32779.0	23895.0	31370.0	32506.0	36878.0	30249.0	32432.0	29734.0	23954.0	23608.0	31233.0	36744.0	27248.0	24509.0	25494.0	31246.0	33706.0	32724.0	33012.0	36596.0	29790.0	23896.0	23210.0	31086.0	32539.0	30499.0	36809.0	31069.0	29699.0	24182.0
82	38460.0	32697.0	33277.0	26200.0	33169.0	32752.0	33678.0	24807.0	31496.0	34184.0	38354.0	30387.0	33450.0	30872.0	24229.0	26459.0	31939.0	37814.0	27692.0	25523.0	26828.0	32161.0	34618.0	33619.0	33071.0	38207.0	31255.0	24360.0	24802.0	31704.0	32479.0	32283.0	37654.0	32604.0	30660.0	25343.0
83	38731.0	32975.0	32879.0	25847.0	32432.0	32290.0	33201.0	24775.0	31358.0	32946.0	38309.0	30355.0	33203.0	31126.0	24368.0	24143.0	31904.0	37719.0	28180.0	24143.0	25985.0	31711.0	34497.0	33309.0	33173.0	37980.0	30568.0	23447.0	24904.0	31311.0	33337.0	31400.0	37575.0	32047.0	31115.0	24537.0
84	38829.0	32015.0	32239.0	25297.0	32281.0	32123.0	33190.0	23831.0	31407.0	32884.0	37753.0	30534.0	33000.0	30429.0	23633.0	23670.0	31126.0	37995.0	26938.0	24024.0	25561.0	31101.0	34339.0	32604.0	33615.0	37610.0	30087.0	22467.0	24255.0	31086.0	32708.0	31101.0	36935.0	31252.0	30233.0	24017.0
85	39886.0	34213.0	34092.0	27625.0	34301.0	34160.0	34501.0	25142.0	32832.0	34775.0	39532.0	32096.0	34497.0	31999.0	25591.0	25587.0	33515.0	39744.0	27970.0	25390.0	27088.0	33115.0	36218.0	34965.0	34694.0	39122.0	32142.0	24512.0	25390.0	33203.0	34643.0	32981.0	39749.0	33554.0	32536.0	25651.0
86	39216.0	33485.0	33108.0	26579.0	33126.0	33582.0	33747.0	24399.0	31937.0	34104.0	38872.0	31352.0	33781.0	31353.0	24929.0	24797.0	32101.0	38776.0	27543.0	25358.0	26584.0	32173.0	35213.0	34127.0	33664.0	38603.0	31813.0	23416.0	24962.0	32425.0	34065.0	31777.0	38593.0	33010.0	31480.0	25907.0
87	38954.0	33581.0	33444.0	27356.0	33365.0	33418.0	33969.0	25803.0	32367.0	34094.0	38072.0	31572.0	34531.0	32167.0	25907.0	25971.0	32886.0	37982.0	28896.0	25975.0	27342.0	32276.0	35352.0	33987.0	34220.0	38455.0	32037.0	24594.0	26799.0	32667.0	34173.0	32687.0	38144.0	33069.0	32228.0	26166.0
88	39465.0	33703.0	33690.0	27591.0	33686.0	33611.0	34242.0	26004.0	32763.0	34477.0	38233.0	32127.0	34405.0	31811.0	26622.0	25777.0	32582.0	38710.0	29095.0	26529.0	27883.0	32515.0	35344.0	35151.0	33843.0	38747.0	32159.0	25867.0	26216.0	32631.0	34069.0	32711.0	38843.0	33524.0	32258.0	26347.0
89	40477.0	35100.0	34813.0	28561.0	34762.0	35138.0	35256.0	28060.0	34210.0	35002.0	39806.0	33640.0	35259.0	33902.0	27555.0	27284.0	34176.0	39957.0	29991.0	28212.0	28837.0	33788.0	37053.0	36151.0	35505.0	39802.0	33303.0	26944.0	27925.0	34048.0	35868.0	33382.0	39472.0	34495.0	33868.0	27628.0
90	37906.0	32629.0	32346.0	26710.0	32085.0	31892.0	33032.0	25349.0	31309.0	32769.0	37235.0	29809.0	32604.0	31162.0	25376.0	24661.0	31126.0	37064.0	27620.0	25472.0	26078.0	30933.0	34146.0	33208.0	33328.0	36737.0	30622.0	23457.0	24370.0	31515.0	33269.0	30646.0	36615.0	31855.0	30849.0	25591.0
91	40402.0	34967.0	34777.0	28280.0	34266.0	34763.0	35064.0	26990.0	33477.0	34912.0	39348.0	33265.0	35256.0	32735.0	26883.0	27311.0	33434.0	39130.0	29987.0	27063.0	28183.0	33890.0	36167.0	35391.0	35277.0	39254.0	33031.0	25790.0	26849.0	33425.0	34815.0	33265.0	39399.0	34049.0	32919.0	26865.0
