	<n>	f
0	0.04001843206805021	3670000000.0
1	0.03988128494186248	3670200000.0
2	0.03899222509518937	3670400000.0
3	0.04073090704309711	3670600000.0
4	0.03857203619951226	3670800000.0
5	0.038579092480440724	3671000000.0
6	0.03944403943201278	3671200000.0
7	0.04967951802126047	3671400000.0
8	0.053461641785729576	3671600000.0
9	0.05546742351342351	3671800000.0
10	0.052795609757302575	3672000000.0
11	0.057767503255824026	3672200000.0
12	0.06222311775253719	3672400000.0
13	0.0635560912216804	3672600000.0
14	0.05846611155244665	3672800000.0
15	0.060021421323428116	3673000000.0
16	0.057667755311187695	3673200000.0
17	0.06537489687000367	3673400000.0
18	0.06243907432304835	3673600000.0
19	0.06320990536065911	3673800000.0
20	0.0657650040999668	3674000000.0
21	0.07232044091735983	3674200000.0
22	0.06821781662628111	3674400000.0
23	0.06765431316963058	3674600000.0
24	0.07474267704257119	3674800000.0
25	0.07880870034644034	3675000000.0
26	0.06867429711046531	3675200000.0
27	0.06550803473405394	3675400000.0
28	0.06058265681706139	3675600000.0
29	0.06213334705913378	3675800000.0
30	0.05988556258585927	3676000000.0
31	0.06877575804440028	3676200000.0
32	0.06620150520632086	3676400000.0
33	0.06607663866949078	3676600000.0
34	0.059700458476630344	3676800000.0
35	0.06270783575575824	3677000000.0
36	0.061337549318398035	3677200000.0
37	0.06662617425772813	3677400000.0
38	0.07140953209660227	3677600000.0
39	0.0743297561929884	3677800000.0
40	0.08371657632208676	3678000000.0
41	0.088487366687009	3678200000.0
42	0.10053202929259833	3678400000.0
43	0.1079828557246367	3678600000.0
44	0.10617325251311367	3678800000.0
45	0.10023889230636282	3679000000.0
46	0.1035614742797942	3679200000.0
47	0.10460368718442657	3679400000.0
48	0.10383672747051788	3679600000.0
49	0.10021157618958937	3679800000.0
50	0.09430808600297781	3680000000.0
51	0.08649126037883433	3680200000.0
52	0.08386744233700193	3680400000.0
53	0.08490530058132209	3680600000.0
54	0.09357396802473618	3680800000.0
55	0.09856274724117849	3681000000.0
56	0.08875457124621401	3681200000.0
57	0.08462048906082416	3681400000.0
58	0.08879149144962634	3681600000.0
59	0.09499830406772422	3681800000.0
60	0.09894137184506162	3682000000.0
61	0.10560482907548437	3682200000.0
62	0.10435600870752997	3682400000.0
63	0.10850021973073724	3682600000.0
64	0.11420720311225392	3682800000.0
65	0.12336246401280024	3683000000.0
66	0.12243167259327696	3683200000.0
67	0.12664017903267255	3683400000.0
68	0.12833929056195711	3683600000.0
69	0.11800208934661989	3683800000.0
70	0.11718907901174826	3684000000.0
71	0.11752545652707252	3684200000.0
72	0.11237356240052611	3684400000.0
73	0.10759925589671376	3684600000.0
74	0.10574268584162315	3684800000.0
75	0.10677668974007828	3685000000.0
76	0.10677917089444725	3685200000.0
77	0.0999178328974016	3685400000.0
78	0.09820636429191909	3685600000.0
79	0.09869658751950613	3685800000.0
80	0.10381714969085167	3686000000.0
81	0.10424458074594567	3686200000.0
82	0.10384437471405297	3686400000.0
83	0.11469476336625599	3686600000.0
84	0.10843797635474717	3686800000.0
85	0.1144602834326005	3687000000.0
86	0.11677538254205272	3687200000.0
87	0.1161825276873944	3687400000.0
88	0.11788241274297985	3687600000.0
89	0.12895774186021433	3687800000.0
90	0.13075126421390484	3688000000.0
91	0.13296057130250472	3688200000.0
92	0.13372070121973623	3688400000.0
93	0.13444905293019338	3688600000.0
94	0.14255680702634288	3688800000.0
95	0.1340949215975618	3689000000.0
96	0.1357242412250708	3689200000.0
97	0.12445046314325675	3689400000.0
98	0.12591259440092922	3689600000.0
99	0.13358529583944923	3689800000.0
100	0.1276995327196883	3690000000.0
101	0.12291599038836896	3690200000.0
102	0.12137462273496795	3690400000.0
103	0.11957243751529908	3690600000.0
104	0.13175705637970817	3690800000.0
105	0.1260707716698655	3691000000.0
106	0.12812178919510095	3691200000.0
107	0.13415348845251315	3691400000.0
108	0.14190611658962718	3691600000.0
109	0.17867163079682472	3691800000.0
110	0.1936773563964902	3692000000.0
111	0.22443482590195543	3692200000.0
112	0.1612130393661806	3692400000.0
113	0.1513861203123617	3692600000.0
114	0.14907979525896844	3692800000.0
115	0.15284328868196614	3693000000.0
116	0.15120432450961946	3693200000.0
117	0.14336965147500652	3693400000.0
118	0.13528939627727046	3693600000.0
119	0.14222917283631592	3693800000.0
120	0.1773349443426563	3694000000.0
121	0.20329873064438597	3694200000.0
122	0.16371675447263745	3694400000.0
123	0.14446960886608895	3694600000.0
124	0.14835057707751523	3694800000.0
125	0.14437573119192212	3695000000.0
126	0.13362987036033008	3695200000.0
127	0.1277452712423026	3695400000.0
128	0.12703882916697465	3695600000.0
129	0.12507412164186138	3695800000.0
130	0.12717231312200483	3696000000.0
131	0.13313295740545497	3696200000.0
132	0.13563888028798202	3696400000.0
133	0.12810484451463178	3696600000.0
134	0.13053010414620883	3696800000.0
135	0.1259568052678538	3697000000.0
136	0.13163012914741332	3697200000.0
137	0.13104173318483764	3697400000.0
138	0.13759850649302166	3697600000.0
139	0.13657736429899744	3697800000.0
140	0.13378948742865482	3698000000.0
141	0.13658807104537032	3698200000.0
142	0.14803243290470322	3698400000.0
143	0.15334950758271865	3698600000.0
144	0.16010605869097427	3698800000.0
145	0.16795207897715864	3699000000.0
146	0.1656094576827034	3699200000.0
147	0.17874138270567694	3699400000.0
148	0.18512821511639424	3699600000.0
149	0.19881880259653054	3699800000.0
150	0.21268752107883812	3700000000.0
151	0.2138843385264187	3700200000.0
152	0.20017225441449316	3700400000.0
153	0.19495455693471908	3700600000.0
154	0.19729119390280725	3700800000.0
155	0.1945937355492358	3701000000.0
156	0.19264136710428462	3701200000.0
157	0.18917814197082483	3701400000.0
158	0.1797684789079367	3701600000.0
159	0.1817325891067142	3701800000.0
160	0.19258960645458542	3702000000.0
161	0.17633778978404396	3702200000.0
162	0.1652583365713307	3702400000.0
163	0.1658228393032137	3702600000.0
164	0.1819206822467268	3702800000.0
165	0.1869740066091043	3703000000.0
166	0.19833521859698963	3703200000.0
167	0.19096864319484533	3703400000.0
168	0.1847311018013292	3703600000.0
169	0.1845472622344041	3703800000.0
170	0.19648694167466527	3704000000.0
171	0.21163633293517983	3704200000.0
172	0.22227502559814558	3704400000.0
173	0.19902389791922723	3704600000.0
174	0.18280729633700646	3704800000.0
175	0.17583722661019163	3705000000.0
176	0.1775014305698246	3705200000.0
177	0.17386197517085544	3705400000.0
178	0.17147434541041778	3705600000.0
179	0.174561046440532	3705800000.0
180	0.18081116836607794	3706000000.0
181	0.1561242290136991	3706200000.0
182	0.15194732463753408	3706400000.0
183	0.15969698568140578	3706600000.0
184	0.16175106757668506	3706800000.0
185	0.15522325808612025	3707000000.0
186	0.1521094592718037	3707200000.0
187	0.16295542078480268	3707400000.0
188	0.16051741336227482	3707600000.0
189	0.15346733544974428	3707800000.0
190	0.15372073605451556	3708000000.0
191	0.15364928597255176	3708200000.0
192	0.1647132194721758	3708400000.0
193	0.16486885003244106	3708600000.0
194	0.16737230065384678	3708800000.0
195	0.14959082996871895	3709000000.0
196	0.15114240117256653	3709200000.0
197	0.15313731907125952	3709400000.0
198	0.1603045588642792	3709600000.0
199	0.16088104995124508	3709800000.0
200	0.14559593424192221	3710000000.0
201	0.14882934877794035	3710200000.0
202	0.14938588330485478	3710400000.0
203	0.16408169325303845	3710600000.0
204	0.17339313584936408	3710800000.0
205	0.18121591898807257	3711000000.0
206	0.17836066810509518	3711200000.0
207	0.19043309017287496	3711400000.0
208	0.19269184196858802	3711600000.0
209	0.18156175479063436	3711800000.0
210	0.16672896713474708	3712000000.0
211	0.16869023260831637	3712200000.0
212	0.16116686961239618	3712400000.0
213	0.15333554814267653	3712600000.0
214	0.1414412392592123	3712800000.0
215	0.1342040307748053	3713000000.0
216	0.1357346239753023	3713200000.0
217	0.14065580853063897	3713400000.0
218	0.15194816005306894	3713600000.0
219	0.17378558661115723	3713800000.0
220	0.15348587559125665	3714000000.0
221	0.13836199260917934	3714200000.0
222	0.128759028662718	3714400000.0
223	0.1212664120357141	3714600000.0
224	0.13429835063030088	3714800000.0
225	0.1277020263613321	3715000000.0
226	0.13214915718412165	3715200000.0
227	0.13769226397502518	3715400000.0
228	0.15648068180502095	3715600000.0
229	0.15448713136201583	3715800000.0
230	0.14221708980776657	3716000000.0
231	0.13332766062505613	3716200000.0
232	0.13153998568886927	3716400000.0
233	0.13740557086077235	3716600000.0
234	0.17150321033105673	3716800000.0
235	0.13394004938624024	3717000000.0
236	0.14103232858214917	3717200000.0
237	0.13632715387406216	3717400000.0
238	0.13316700349842037	3717600000.0
239	0.14618035130175328	3717800000.0
240	0.16198035844590128	3718000000.0
241	0.1659258091902972	3718200000.0
242	0.16722992069570428	3718400000.0
243	0.1830012110191667	3718600000.0
244	0.2126695228512851	3718800000.0
245	0.2798741166811712	3719000000.0
246	0.2770003504465541	3719200000.0
247	0.1939834877627865	3719400000.0
248	0.17700225362570263	3719600000.0
249	0.19726850611951677	3719800000.0
250	0.2123852978894797	3720000000.0
251	0.22423112099816717	3720200000.0
252	0.2911478932591054	3720400000.0
253	0.3406647422472313	3720600000.0
254	0.29861319863542374	3720800000.0
255	0.3284248074400274	3721000000.0
256	0.3800050829865907	3721200000.0
257	0.3745836159576835	3721400000.0
258	0.25837487583098473	3721600000.0
259	0.18899859688907186	3721800000.0
260	0.181364759129174	3722000000.0
261	0.18471222873295923	3722200000.0
262	0.1904359890388295	3722400000.0
263	0.14383468146436046	3722600000.0
264	0.11933075053685911	3722800000.0
265	0.10983207470962655	3723000000.0
266	0.10768664486904879	3723200000.0
267	0.0992945762247191	3723400000.0
268	0.10308496281314058	3723600000.0
269	0.1071177478950839	3723800000.0
270	0.1157880785166864	3724000000.0
